feature,mean_abs_shap,mean_shap
months_since_last_confstmt,0.3712027731178301,0.11253856174706413
accounts_stale_streak_months,0.30994742600477826,0.12101550070030448
days_to_next_accounts_due,0.2986180548858298,0.08186555841465176
company_age_years,0.1960431668793405,0.006827795067613884
segment,0.17629222019237986,-0.012544652958449504
months_since_last_accounts_filing,0.1738462069011832,0.1046887714757422
confstmt_late,0.14049530565834503,0.06343848450647635
sector,0.08368207485505098,0.008968538226774275
months_in_current_status,0.08216929418374894,0.07650443186805854
Mortgages.NumMortCharges,0.06490324787753325,0.019093274319311612
ever_distressed_before,0.05028160741920576,0.02240105690633846
tier_rank,0.048659602673764374,0.002776161462768396
months_since_segment_change,0.044458397280970036,0.03299463269526546
primary_lender_group,0.032474249892373255,0.0040370382711234255
segment_upgraded_12m,0.03236102238998964,0.009887654236452001
accounts_overdue,0.02801620376519557,0.012180888478328518
n_distinct_lenders,0.027413866226000855,0.010228899083452828
segment_downgraded_12m,0.026302385642718768,0.004901519444229535
months_since_last_new_charge,0.019816819401411584,0.002193238358475802
months_since_last_award,0.01800471031951112,0.0040420102056174115
name_changed_12m,0.01796884008367699,0.001209615835413492
Mortgages.NumMortOutstanding,0.01583175516981074,0.004514290258541689
postcode_changed_12m,0.015459192960535975,0.004765934894188809
accounts_overdue_streak_months,0.012353014722320903,0.0039977345192557185
n_charges_outstanding,0.012219212154643716,0.003888301014080905
months_since_last_lbg_charge_created,0.011689888616074002,0.001982884274918329
sic_changed_12m,0.011317518745584489,-0.003340438801530562
d_outstanding_6m,0.009881542923211615,0.003987642596457733
d_charges_6m,0.009604284919074975,0.0014614261208174073
d_outstanding_3m,0.008308994719009834,0.0011182861837736515
debt_ratio,0.007129421079706063,-0.00022477523168916414
lbg_share_of_outstanding,0.005434515496939,0.002648568459006664
d_charges_12m,0.005248084782781026,0.0010923778918341853
Mortgages.NumMortSatisfied,0.004990240030721463,-0.001556733189763155
total_value_won_12m,0.004787881308975474,0.0012970759243571314
months_since_last_lbg_satisfaction,0.004256478419834117,0.0007697145637703293
status_changed,0.00343497671686062,0.00010131195756010104
debt_ratio_trend_12m,0.00341694048388736,-0.0007406718079845548
d_outstanding_12m,0.003186639419479164,-0.000637491824648959
d_satisfied_12m,0.0023512303750039642,-0.001112647140614731
n_competitor_lenders,0.002027926671479806,0.00048323612200400055
new_charge_events_12m,0.0013437308574500268,0.00030805655529849953
ever_won_contract,0.0013099704256443582,0.00028337504512861584
d_charges_3m,0.0012631733398084178,-0.0006070857977887475
n_lbg_charges_outstanding,0.000881525124250025,0.00028829195260728383
contracts_won_12m,0.0004049926509976088,0.00018653131379809174
competitor_charge_created_6m,0.00040340122228214826,-0.00013060938165314077
d_contracts_12m,0.0003204055826411572,-0.00014058694529024476
first_award_in_12m,0.00026130601217520767,-0.00010724620923359518
awards_with_value_12m,0.0001709671501352446,3.921959987056658e-05
ever_lbg_client,6.168034026949481e-05,2.1058949079014025e-05
lbg_charge_satisfied_6m,6.0723338287685476e-05,-2.491422472080069e-05
is_lbg_client,1.2910432839312374e-05,-5.055751035794855e-06
competitor_entered_12m,0.0,0.0
