feature,mean_abs_shap,mean_shap
months_since_last_confstmt,0.37054148468612824,0.11467529467212338
accounts_stale_streak_months,0.30860079694730896,0.11900968130768588
days_to_next_accounts_due,0.27936011196210275,0.09224946970085379
company_age_years,0.19103937656926528,0.01121741309493084
months_since_last_accounts_filing,0.1824545144174685,0.0855888343028708
segment,0.17177005966468925,-0.0073591222931414825
confstmt_late,0.1433821562244551,0.06732218154878494
months_in_current_status,0.08708916761254076,0.08130816739153446
sector,0.08464103156583323,0.010695946960828217
Mortgages.NumMortCharges,0.065777149708156,0.019301235768047178
tier_rank,0.05395367479461468,0.0020297259077257882
ever_distressed_before,0.04917800944638083,0.021485204185746887
segment_upgraded_12m,0.04618580186498178,0.010107473774858492
months_since_segment_change,0.04378588369999025,0.029507635325102394
primary_lender_group,0.030779784659676228,0.004085969327981929
accounts_overdue,0.027217484300945057,0.01053293194912565
n_distinct_lenders,0.02721219494222932,0.009374290808351707
months_since_last_new_charge,0.020984502756836165,0.0021505524048374652
name_changed_12m,0.01958854708197424,0.003500299311334726
months_since_last_award,0.017469389191995505,0.0037972174437645276
accounts_overdue_streak_months,0.015087603830360029,0.005551144143596277
postcode_changed_12m,0.015044751938426148,0.006438752958055862
d_charges_6m,0.014063353048518365,0.0036320922900193154
n_charges_outstanding,0.013911239357956117,0.004202472308116447
months_since_last_lbg_charge_created,0.01225505209183099,0.0019779926061281815
Mortgages.NumMortOutstanding,0.01143149822730238,0.003159545103506934
segment_downgraded_12m,0.011296951672810347,0.0010684619760613176
sic_changed_12m,0.00952898009927457,-0.0011651118827768789
d_outstanding_3m,0.008588680576809156,-0.0009338305274972791
d_outstanding_6m,0.0076269018279208015,0.0022807116454347334
debt_ratio,0.006367153265749692,0.0006307136186376755
total_value_won_12m,0.0053786464665463935,0.0014106785605854822
lbg_share_of_outstanding,0.005111677693688077,0.002847511270797363
Mortgages.NumMortSatisfied,0.004709737707967987,-0.000967741953428768
status_changed,0.0039274500410250894,-0.0005502177699416629
d_charges_12m,0.0038664475197401943,-0.00026692799986864754
debt_ratio_trend_12m,0.003609410519003892,0.0010347725410537246
months_since_last_lbg_satisfaction,0.0035690283609681925,0.0004811301755068238
d_charges_3m,0.0029545179999399965,0.000921298083038328
d_outstanding_12m,0.002549074024526106,-0.000412340241910843
ever_won_contract,0.002282958584366734,0.00043100332638234477
d_satisfied_12m,0.0022013232744587862,-0.0015993792060492698
n_competitor_lenders,0.0014797347206605917,-5.992868075086617e-05
new_charge_events_12m,0.0014778919623622759,0.00039883567913010003
n_lbg_charges_outstanding,0.0008464750967660523,0.0003590437448220888
competitor_charge_created_6m,0.000514594634280169,-0.00014913208633095422
contracts_won_12m,0.0002654107550891182,0.00011977600902325306
d_contracts_12m,0.00022970381414653946,-9.283978637239417e-05
first_award_in_12m,0.00019488164020555496,-0.00010664364612004664
ever_lbg_client,0.00016613631517428863,5.396343198322144e-05
awards_with_value_12m,0.0001569328974017781,-8.46285265857514e-05
is_lbg_client,0.00010317524215375953,1.8729111950002196e-05
lbg_charge_satisfied_6m,1.0780651263924022e-05,-1.2909484977845627e-07
competitor_entered_12m,0.0,0.0
