feature,mean_abs_shap,mean_shap
segment,0.4027561937570932,0.0090475966448926
Mortgages.NumMortCharges,0.39405574458811216,-0.2564030233060016
n_charges_outstanding,0.2840534163738206,0.16020494503425903
sector,0.16649445067225302,-0.005141779874113724
company_age_years,0.1378420209625336,0.021706504998781143
tier_rank,0.10111043305171658,0.0010498192153460977
sic_changed_12m,0.08766345670267041,-0.009298558747504689
months_since_last_confstmt,0.07978625136172936,0.018807167090460875
postcode_changed_12m,0.07673988762832559,-0.0023269103074105494
lbg_share_of_outstanding,0.07311574971109791,0.012464010266004934
days_to_next_accounts_due,0.07170119626690179,0.0028961666429500855
months_since_segment_change,0.06759675790188927,-0.023070042109522886
accounts_stale_streak_months,0.06583562868265243,0.014574100465359474
months_since_last_accounts_filing,0.04475740128856979,-0.0036269259617135743
name_changed_12m,0.033244911283572404,-0.0032548184966259457
segment_upgraded_12m,0.032874261996010054,0.003726985738880256
months_since_last_new_charge,0.029957070087018502,-0.012343318993611815
Mortgages.NumMortSatisfied,0.02731180903653961,0.002621094856177589
competitor_charge_created_6m,0.023277036299494656,-0.008470217465340298
months_in_current_status,0.022815840558515644,-0.004988226686450704
primary_lender_group,0.018243530222559853,-0.0013570463717915504
debt_ratio,0.018219064930228134,0.015480359840639715
confstmt_late,0.015581043652423241,-0.0016774717694320635
months_since_last_award,0.013704897860306257,0.0025748836088194667
n_distinct_lenders,0.011806767391415245,0.009222915012670838
ever_distressed_before,0.01132793415308378,-0.0017920531886987817
d_charges_12m,0.010694095359412379,-0.002746180866042924
d_outstanding_3m,0.009213344637231915,-0.0016310938655255771
d_satisfied_12m,0.00819618240810702,-0.0013265081721419273
d_charges_6m,0.005752715848923134,0.005152148368209037
months_since_last_lbg_charge_created,0.005183340718740447,0.0015160762384929143
new_charge_events_12m,0.005094160463586646,-0.0012080484057100912
d_outstanding_6m,0.005066333736785822,0.0003422411261539037
segment_downgraded_12m,0.003925511194904658,0.0004454440413959729
d_outstanding_12m,0.003781700065400954,-5.33222002410241e-05
Mortgages.NumMortOutstanding,0.0029873025933240985,0.00029449757127502155
n_competitor_lenders,0.0029556192820157866,0.001141145413167711
debt_ratio_trend_12m,0.0029401829184048404,-0.00037537337544871284
ever_won_contract,0.002395101492241367,0.00017849780271487564
months_since_last_lbg_satisfaction,0.002068732239780868,0.0002724445494625566
accounts_overdue_streak_months,0.0017201849265758918,-4.4547437015286926e-05
status_changed,0.0016450523698575384,-4.124217122952489e-05
d_charges_3m,0.0014140741940475644,-0.0004692414540002713
total_value_won_12m,0.0008119460469591028,0.0002557617675752095
n_lbg_charges_outstanding,0.0006704230351739143,0.00012082539893906052
d_contracts_12m,0.00034511518089447627,3.5737229655420854e-05
accounts_overdue,0.00023571221079681908,-9.228756863820719e-06
ever_lbg_client,0.00013756242259768464,4.357646079350646e-05
contracts_won_12m,9.865519281901207e-05,-2.2056749811887926e-05
first_award_in_12m,5.155903211477165e-05,-2.7313793488547632e-06
awards_with_value_12m,3.395290602375209e-05,-7.862411010546742e-06
lbg_charge_satisfied_6m,2.9062807811361925e-05,1.0800666503948115e-05
is_lbg_client,0.0,0.0
competitor_entered_12m,0.0,0.0
