feature,mean_abs_shap,mean_shap
months_since_last_confstmt,0.3721781981592354,0.12088775499569905
accounts_stale_streak_months,0.311106621363326,0.1182019956577034
days_to_next_accounts_due,0.2657303514848004,0.09897691267097518
company_age_years,0.19692231493843002,0.004844296183229708
months_since_last_accounts_filing,0.1857662748343334,0.06688318308575002
segment,0.16784282671405937,0.0026282665144140935
confstmt_late,0.14158998264773187,0.06404331252284931
sector,0.08263877720840697,0.009910938871864694
months_in_current_status,0.07875239421033503,0.07281361877843606
Mortgages.NumMortCharges,0.061270199675501055,0.019051044249432547
tier_rank,0.05023743862595721,-0.0020204079621358026
segment_upgraded_12m,0.04906145111898921,0.009769877136204043
ever_distressed_before,0.048458969154844496,0.02141822035047713
months_since_segment_change,0.040757334455248276,0.028802970240413932
accounts_overdue,0.03161686795511459,0.013570905512697016
primary_lender_group,0.02708341855845546,0.0031990270460975656
n_distinct_lenders,0.02593308799694054,0.00943259043530296
n_charges_outstanding,0.024797395681977162,0.005694845016050715
name_changed_12m,0.021040970434462198,0.0034653977731875954
months_since_last_new_charge,0.01784302196204006,0.0028182296624916256
postcode_changed_12m,0.016466277619284524,0.008340128299834843
months_since_last_award,0.01566699435719258,0.003481006208945073
segment_downgraded_12m,0.014095306094831896,0.00447818737216463
accounts_overdue_streak_months,0.01103538793695933,0.003084568651186309
d_charges_6m,0.010671807792253069,0.0029583238428081784
months_since_last_lbg_charge_created,0.009346693878430214,0.0006313191358060634
sic_changed_12m,0.008351077093902905,-0.0016872231745071334
d_outstanding_3m,0.006550338417449124,0.0005189618791038681
debt_ratio,0.006330098894295907,0.002594294870142797
d_outstanding_6m,0.006102888128632851,0.0012506861501743864
d_outstanding_12m,0.005490575004137316,0.001924361246147103
Mortgages.NumMortOutstanding,0.004886674311679551,0.0007324510148040504
total_value_won_12m,0.004359840214853663,0.0011233333923214585
Mortgages.NumMortSatisfied,0.003674144299083064,-0.0011499952741128175
months_since_last_lbg_satisfaction,0.0033707438056923417,0.00015227366159611082
lbg_share_of_outstanding,0.003279001633540686,0.00045502808799219595
status_changed,0.003239974454267253,-0.0003119758082331738
debt_ratio_trend_12m,0.0031518280769417288,-0.0003423824982048579
d_satisfied_12m,0.003055509058517815,-0.0025744894862670567
d_charges_3m,0.00203289836875071,-0.0004407496250972262
d_charges_12m,0.0019015977995792742,0.00016958720758016523
competitor_charge_created_6m,0.0017005200114400274,0.0001228282487317065
ever_won_contract,0.0014022392423384236,0.0002500722308953577
n_competitor_lenders,0.0013640589384190918,-5.327998789306083e-05
new_charge_events_12m,0.0012604945526405054,0.00029739624680628224
n_lbg_charges_outstanding,0.0006073529131712105,0.00013077250425434534
contracts_won_12m,0.0003133933469257733,9.054228502082117e-05
d_contracts_12m,0.00023071484441135806,-8.008642422828968e-05
first_award_in_12m,0.00016495043720759622,-7.993660602880167e-05
awards_with_value_12m,0.00011534660740558936,1.130115080746134e-05
ever_lbg_client,8.185708093240088e-05,1.8832941362517965e-05
lbg_charge_satisfied_6m,4.385992959255117e-05,-9.89949735381265e-06
is_lbg_client,0.0,0.0
competitor_entered_12m,0.0,0.0
