feature,mean_abs_shap,mean_shap
tier_rank,0.9419751527436648,0.24071334270352104
segment,0.5543268698493845,0.2068034443406962
months_since_segment_change,0.22612233725567846,-0.19845403853263735
months_since_last_accounts_filing,0.21730573924746815,0.058369225796265
Mortgages.NumMortCharges,0.20133889758722773,-0.026127004047793993
days_to_next_accounts_due,0.15796640537963022,-0.0355372120007673
months_in_current_status,0.12834804519952778,0.1279690145694037
company_age_years,0.09794034844713789,0.03242781752484596
sector,0.06267818093571594,0.0056867579425086525
months_since_last_confstmt,0.051487676623015184,0.0228098201303848
debt_ratio,0.034034068712248775,-0.000300277683465029
months_since_last_award,0.023426413043694624,0.004322279767328551
Mortgages.NumMortSatisfied,0.01912324376311126,0.0010244178707559319
Mortgages.NumMortOutstanding,0.0064045938837254315,0.001303834436331861
months_since_last_new_charge,0.0049503571309019246,0.004114183256536657
accounts_stale_streak_months,0.0048827660477160665,-0.0005888664748711901
accounts_overdue,0.0042065274810676664,-0.00024431404459732733
ever_distressed_before,0.00373698503901507,-0.0024759570834187506
total_value_won_12m,0.0030900035109300387,0.00023462153281552923
confstmt_late,0.003050875896404022,0.0002070203750512087
ever_won_contract,0.002056805170478973,0.0003577283952069462
new_charge_events_12m,0.0018141015874755643,0.0011469349187407413
accounts_overdue_streak_months,0.0011490086657976544,-0.0002884564846614166
first_award_in_12m,0.0009267877351120116,-2.560465299815222e-05
d_contracts_12m,0.0005664833174355299,-2.675144265543704e-05
awards_with_value_12m,0.0004414414048433989,3.940816219931335e-05
contracts_won_12m,0.00022589742275053726,-6.837449887859813e-05
