rank,CompanyNumber,CompanyName,score,reason_1,contribution_1,value_1,reason_2,contribution_2,value_2,reason_3,contribution_3,value_3
32,16386302,DROPPSO LTD,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
33,16389126,ENGAGE AND MONETISE LIMITED,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
34,16389142,ITERATIVE IMPACT LTD,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
35,16389178,AURORA TELEPATHY LIMITED,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
36,16390605,PROTECH INSIGHTS LTD,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
37,16385441,BEKZAT TECH LTD,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
38,16384583,STYLESACK UK LIMITED,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
39,16388582,SHEPHERDSTACK LTD,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
40,16388817,SANIA DIGITAL SERVICES LTD,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
41,16389053,DAXIRUSH LTD,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
42,16384388,KEYSSETECH LTD,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
43,16386444,FURYON CONSULTING LTD,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
44,16387843,ZINATITECH LTD,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
45,16387839,SHENGXING CULTURE MEDIA LTD,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
46,16385443,DONBRI CONSULTING LTD,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
47,16385546,TADWALA LIMITED,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
48,16392418,ELEVARE AFRICA LIMITED,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
49,16386983,NEPTUNE PULSE LTD,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
50,16389255,THINK DATA MIGRATION SOLUTIONS LTD,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
51,16387646,AMJEO LTD,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
52,16389526,ITL IINSTITUTI LTD,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
53,16392251,TIGER HOLDINGS LTD,0.9161933840127097,accounts_stale_streak_months,1.4155061047877064,15.0,confstmt_late,1.2927163055629436,1.0,months_since_last_confstmt,1.1412543268808568,nan
