tag,created_at,git_sha,matrix,n_features,feature_hash,target,model,horizon_m,train_rows,train_positives,base_rate,roc_auc,pr_auc,precision_at_100,precision_at_500,precision_at_1000,roc_auc_lo,roc_auc_hi,precision_at_500_lo,precision_at_500_hi
lender_fixed,2026-08-07T07:27:00.649902+00:00,e44c79a,data/processed/model_matrix_lender_fixed,54,4ba0c29df138,lending,logistic,3,214708,19624,0.0027111421804875135,0.8718685664071034,0.050902796906255675,0.1899999976158142,0.17599999904632568,0.17800000309944153,,,,
lender_fixed,2026-08-07T07:27:00.649902+00:00,e44c79a,data/processed/model_matrix_lender_fixed,54,4ba0c29df138,lending,mlp,3,214708,19624,0.0027111421804875135,0.8794759419322185,0.0834416857483194,0.3700000047683716,0.49000000953674316,0.4180000126361847,,,,
lender_fixed,2026-08-07T07:27:00.649902+00:00,e44c79a,data/processed/model_matrix_lender_fixed,54,4ba0c29df138,insolvency,lightgbm,6,165674,15022,0.003293984802439809,0.7620148501137428,0.01760167582352763,0.20000000298023224,0.12399999797344208,0.10599999874830246,,,,
lender_fixed,2026-08-07T07:27:00.649902+00:00,e44c79a,data/processed/model_matrix_lender_fixed,54,4ba0c29df138,insolvency,logistic,6,165674,15022,0.003293984802439809,0.7346287724159357,0.012781628418221943,0.029999999329447746,0.07400000095367432,0.06700000166893005,,,,
lender_fixed,2026-08-07T07:27:00.649902+00:00,e44c79a,data/processed/model_matrix_lender_fixed,54,4ba0c29df138,insolvency,mlp,6,165674,15022,0.003293984802439809,0.7449358661834029,0.012694765074378882,0.05000000074505806,0.06599999964237213,0.0560000017285347,,,,
lender_fixed,2026-08-07T07:27:00.649902+00:00,e44c79a,data/processed/model_matrix_lender_fixed,54,4ba0c29df138,voluntary_exit,lightgbm,6,3779912,343699,0.07727589458227158,0.7930883357579397,0.3510092215536518,0.7799999713897705,0.8299999833106995,0.8550000190734863,,,,
lender_fixed,2026-08-07T07:27:00.649902+00:00,e44c79a,data/processed/model_matrix_lender_fixed,54,4ba0c29df138,voluntary_exit,logistic,6,3779912,343699,0.07727589458227158,0.7694368194523753,0.3095905590595631,0.11999999731779099,0.3400000035762787,0.4449999928474426,,,,
lender_fixed,2026-08-07T07:27:00.649902+00:00,e44c79a,data/processed/model_matrix_lender_fixed,54,4ba0c29df138,voluntary_exit,mlp,6,3779912,343699,0.07727589458227158,0.7783443978093593,0.33608472386477534,0.6499999761581421,0.5640000104904175,0.6340000033378601,,,,
lender_fixed,2026-08-07T07:27:00.649902+00:00,e44c79a,data/processed/model_matrix_lender_fixed,54,4ba0c29df138,growth,lightgbm,12,610789,55564,0.021370641887187958,0.7617308197428249,0.05741622015563206,0.20000000298023224,0.19599999487400055,0.1720000058412552,,,,
lender_fixed,2026-08-07T07:27:00.649902+00:00,e44c79a,data/processed/model_matrix_lender_fixed,54,4ba0c29df138,growth,logistic,12,610789,55564,0.021370641887187958,0.7387768022307507,0.048817356057667405,0.14000000059604645,0.1379999965429306,0.15600000321865082,,,,
lender_fixed,2026-08-07T07:27:00.649902+00:00,e44c79a,data/processed/model_matrix_lender_fixed,54,4ba0c29df138,growth,mlp,12,610789,55564,0.021370641887187958,0.7289742011432452,0.047563042530925796,0.15000000596046448,0.12600000202655792,0.10400000214576721,,,,
refactor,2026-08-06T09:29:31.423298+00:00,52442f6,data/processed/model_matrix,41,9f2989029dcd,lending,lightgbm,3,214708,19624,0.0027111421804875135,0.8766658286449451,0.0567161855358872,0.550000011920929,0.28200000524520874,0.22200000286102295,,,,
refactor,2026-08-06T09:29:31.423298+00:00,52442f6,data/processed/model_matrix,41,9f2989029dcd,lending,logistic,3,214708,19624,0.0027111421804875135,0.8615083643920711,0.04032434222088189,0.18000000715255737,0.15000000596046448,0.14000000059604645,,,,
refactor,2026-08-06T09:29:31.423298+00:00,52442f6,data/processed/model_matrix,41,9f2989029dcd,lending,mlp,3,214708,19624,0.0027111421804875135,0.8672150617298631,0.051480082649971205,0.49000000953674316,0.26600000262260437,0.19499999284744263,,,,
refactor,2026-08-06T09:29:31.423298+00:00,52442f6,data/processed/model_matrix,41,9f2989029dcd,insolvency,lightgbm,6,165674,15022,0.003293984802439809,0.761519999902756,0.016922649690566,0.1899999976158142,0.12200000137090683,0.11299999803304672,,,,
refactor,2026-08-06T09:29:31.423298+00:00,52442f6,data/processed/model_matrix,41,9f2989029dcd,insolvency,logistic,6,165674,15022,0.003293984802439809,0.7323762884330102,0.011852534198818418,0.029999999329447746,0.057999998331069946,0.05900000035762787,,,,
refactor,2026-08-06T09:29:31.423298+00:00,52442f6,data/processed/model_matrix,41,9f2989029dcd,insolvency,mlp,6,165674,15022,0.003293984802439809,0.7437038657539965,0.013452904286183858,0.07000000029802322,0.09200000017881393,0.09399999678134918,,,,
refactor,2026-08-06T09:29:31.423298+00:00,52442f6,data/processed/model_matrix,41,9f2989029dcd,voluntary_exit,lightgbm,6,3779912,343699,0.07727589458227158,0.7928921898174184,0.35120230468544306,0.8199999928474426,0.8539999723434448,0.8550000190734863,,,,
refactor,2026-08-06T09:29:31.423298+00:00,52442f6,data/processed/model_matrix,41,9f2989029dcd,voluntary_exit,logistic,6,3779912,343699,0.07727589458227158,0.7703665910933274,0.3103686395894654,0.05999999865889549,0.29600000381469727,0.4259999990463257,,,,
refactor,2026-08-06T09:29:31.423298+00:00,52442f6,data/processed/model_matrix,41,9f2989029dcd,voluntary_exit,mlp,6,3779912,343699,0.07727589458227158,0.7811426347870846,0.3382436248683284,0.5099999904632568,0.6779999732971191,0.7680000066757202,,,,
refactor,2026-08-06T09:29:31.423298+00:00,52442f6,data/processed/model_matrix,41,9f2989029dcd,growth,lightgbm,12,610789,55564,0.021370641887187958,0.7620188930685061,0.057764567612940916,0.2199999988079071,0.20200000703334808,0.17499999701976776,,,,
refactor,2026-08-06T09:29:31.423298+00:00,52442f6,data/processed/model_matrix,41,9f2989029dcd,growth,logistic,12,610789,55564,0.021370641887187958,0.7289751080932065,0.046768150726364546,0.07000000029802322,0.09799999743700027,0.12700000405311584,,,,
refactor,2026-08-06T09:29:31.423298+00:00,52442f6,data/processed/model_matrix,41,9f2989029dcd,growth,mlp,12,610789,55564,0.021370641887187958,0.6941137681348856,0.04213969802028341,0.11999999731779099,0.12800000607967377,0.11800000071525574,,,,
refactor_det,2026-08-07T15:41:36.514898+00:00,47efea3,data/processed/model_matrix,41,9f2989029dcd,lending,lightgbm,3,214708,19624,0.0027111421804875135,0.8766658286449451,0.0567161855358872,0.550000011920929,0.28200000524520874,0.22200000286102295,0.8722092430748462,0.8811237579591275,0.24,0.324
refactor_det,2026-08-07T15:41:36.514898+00:00,47efea3,data/processed/model_matrix,41,9f2989029dcd,lending,logistic,3,214708,19624,0.0027111421804875135,0.8615083643920712,0.04032434222088189,0.18000000715255737,0.15000000596046448,0.14000000059604645,0.8569274363068159,0.8662094849649267,0.12,0.182
refactor_det,2026-08-07T15:41:36.514898+00:00,47efea3,data/processed/model_matrix,41,9f2989029dcd,lending,mlp,3,214708,19624,0.0027111421804875135,0.8672150617537466,0.051480082646112764,0.49000000953674316,0.26600000262260437,0.19499999284744263,0.862742631750412,0.8720420890517633,0.22595,0.308
refactor_det,2026-08-07T15:41:36.514898+00:00,47efea3,data/processed/model_matrix,41,9f2989029dcd,insolvency,lightgbm,6,165674,15022,0.003293984802439809,0.761519999902756,0.016922649690566,0.1899999976158142,0.12200000137090683,0.11299999803304672,0.7571225454119676,0.7659191336799344,0.09595000000000001,0.152
refactor_det,2026-08-07T15:41:36.514898+00:00,47efea3,data/processed/model_matrix,41,9f2989029dcd,insolvency,logistic,6,165674,15022,0.003293984802439809,0.7323762884132989,0.011852534198051377,0.029999999329447746,0.057999998331069946,0.05900000035762787,0.7280189019499298,0.7370492872003279,0.036,0.078
refactor_det,2026-08-07T15:41:36.514898+00:00,47efea3,data/processed/model_matrix,41,9f2989029dcd,insolvency,mlp,6,165674,15022,0.003293984802439809,0.7437038657342853,0.013452904286376771,0.07000000029802322,0.09200000017881393,0.09399999678134918,0.7390351657713762,0.7480455868926241,0.06595000000000001,0.114
refactor_det,2026-08-07T15:41:36.514898+00:00,47efea3,data/processed/model_matrix,41,9f2989029dcd,voluntary_exit,lightgbm,6,3779912,343699,0.07727589458227158,0.7928921906959574,0.351202305094146,0.8399999737739563,0.8460000157356262,0.8539999723434448,0.7919045570859131,0.7940249376744606,0.818,0.882
refactor_det,2026-08-07T15:41:36.514898+00:00,47efea3,data/processed/model_matrix,41,9f2989029dcd,voluntary_exit,logistic,6,3779912,343699,0.07727589458227158,0.7703665912194813,0.31036863994465913,0.05999999865889549,0.29600000381469727,0.4259999990463257,0.7691580156156719,0.7714646299827227,0.25,0.342
refactor_det,2026-08-07T15:41:36.514898+00:00,47efea3,data/processed/model_matrix,41,9f2989029dcd,voluntary_exit,mlp,6,3779912,343699,0.07727589458227158,0.7811426354986286,0.33824363007383057,0.5099999904632568,0.6800000071525574,0.7670000195503235,0.7799933550380644,0.7822895238078913,0.63995,0.72805
refactor_det,2026-08-07T15:41:36.514898+00:00,47efea3,data/processed/model_matrix,41,9f2989029dcd,growth,lightgbm,12,610789,55564,0.021370641887187958,0.7620188930685061,0.057764567612940916,0.2199999988079071,0.20200000703334808,0.17499999701976776,0.7600391567599951,0.763892285852485,0.164,0.234
refactor_det,2026-08-07T15:41:36.514898+00:00,47efea3,data/processed/model_matrix,41,9f2989029dcd,growth,logistic,12,610789,55564,0.021370641887187958,0.7289751080497635,0.046768150726364546,0.07000000029802322,0.09799999743700027,0.12700000405311584,0.7268541248333449,0.7311955098055083,0.07,0.12604999999999997
refactor_det,2026-08-07T15:41:36.514898+00:00,47efea3,data/processed/model_matrix,41,9f2989029dcd,growth,mlp,12,610789,55564,0.021370641887187958,0.6941137682941763,0.0421396981044202,0.11999999731779099,0.12800000607967377,0.11800000071525574,0.6918096945242368,0.6962299355423602,0.096,0.156
refactor_growthfix,2026-08-07T16:12:48.556745+00:00,47efea3,data/processed/model_matrix,41,9f2989029dcd,lending,lightgbm,3,214708,19624,0.0027111421804875135,0.8766658286449451,0.0567161855358872,0.550000011920929,0.28200000524520874,0.22200000286102295,0.8723406291148432,0.8810176664516741,0.24,0.324
refactor_growthfix,2026-08-07T16:12:48.556745+00:00,47efea3,data/processed/model_matrix,41,9f2989029dcd,lending,logistic,3,214708,19624,0.0027111421804875135,0.8615083643920712,0.04032434222088189,0.18000000715255737,0.15000000596046448,0.14000000059604645,0.856905846784389,0.8663619001407044,0.12,0.18204999999999996
refactor_growthfix,2026-08-07T16:12:48.556745+00:00,47efea3,data/processed/model_matrix,41,9f2989029dcd,lending,mlp,3,214708,19624,0.0027111421804875135,0.8672150614910281,0.051480082632926506,0.49000000953674316,0.26600000262260437,0.19499999284744263,0.8626550993067074,0.8717773609413966,0.22595,0.308
refactor_growthfix,2026-08-07T16:12:48.556745+00:00,47efea3,data/processed/model_matrix,41,9f2989029dcd,insolvency,lightgbm,6,165674,15022,0.003293984802439809,0.761519999902756,0.016922649690566,0.1899999976158142,0.12200000137090683,0.11299999803304672,0.7572251985797908,0.7663574616659855,0.09595000000000001,0.152
refactor_growthfix,2026-08-07T16:12:48.556745+00:00,47efea3,data/processed/model_matrix,41,9f2989029dcd,insolvency,logistic,6,165674,15022,0.003293984802439809,0.7323762884527214,0.011852534198825475,0.029999999329447746,0.057999998331069946,0.05900000035762787,0.7278722416313789,0.7366295691191534,0.036,0.078
refactor_growthfix,2026-08-07T16:12:48.556745+00:00,47efea3,data/processed/model_matrix,41,9f2989029dcd,insolvency,mlp,6,165674,15022,0.003293984802439809,0.7437038656160182,0.013452904284778334,0.07000000029802322,0.09200000017881393,0.09399999678134918,0.7391850480258191,0.747777396436748,0.06595000000000001,0.114
refactor_growthfix,2026-08-07T16:12:48.556745+00:00,47efea3,data/processed/model_matrix,41,9f2989029dcd,voluntary_exit,lightgbm,6,3779912,343699,0.07727589458227158,0.7928921906959574,0.351202305094146,0.8299999833106995,0.8479999899864197,0.8550000190734863,0.7918837718851189,0.7939525212101985,0.82,0.882
refactor_growthfix,2026-08-07T16:12:48.556745+00:00,47efea3,data/processed/model_matrix,41,9f2989029dcd,voluntary_exit,logistic,6,3779912,343699,0.07727589458227158,0.7703665911042183,0.3103686395565381,0.05999999865889549,0.29600000381469727,0.4259999990463257,0.7691380935322298,0.771455196520285,0.25,0.344
refactor_growthfix,2026-08-07T16:12:48.556745+00:00,47efea3,data/processed/model_matrix,41,9f2989029dcd,voluntary_exit,mlp,6,3779912,343699,0.07727589458227158,0.7811426350285013,0.3382436179420283,0.5099999904632568,0.6819999814033508,0.7670000195503235,0.7800549176111113,0.7822597075401753,0.638,0.72405
refactor_growthfix,2026-08-07T16:12:48.556745+00:00,47efea3,data/processed/model_matrix,27,9f2989029dcd,growth,lightgbm,12,610789,55564,0.021370641887187958,0.7610634884432775,0.057242853056520764,0.2199999988079071,0.1940000057220459,0.1770000010728836,0.7593172132235604,0.7630028294829723,0.156,0.228
refactor_growthfix,2026-08-07T16:12:48.556745+00:00,47efea3,data/processed/model_matrix,27,9f2989029dcd,growth,logistic,12,610789,55564,0.021370641887187958,0.7324270268451335,0.0469409753388788,0.09000000357627869,0.10199999809265137,0.11599999666213989,0.7302204445188816,0.7345108207375739,0.078,0.13
refactor_growthfix,2026-08-07T16:12:48.556745+00:00,47efea3,data/processed/model_matrix,27,9f2989029dcd,growth,mlp,12,610789,55564,0.021370641887187958,0.7015777832921614,0.04384727689422627,0.11999999731779099,0.10599999874830246,0.11100000143051147,0.6994101965857745,0.703736345117893,0.082,0.136
