tag,created_at,git_sha,matrix,n_features,feature_hash,target,model,horizon_m,train_rows,train_positives,base_rate,roc_auc,pr_auc,precision_at_100,precision_at_500,precision_at_1000,roc_auc_lo,roc_auc_hi,precision_at_500_lo,precision_at_500_hi
lender,2026-08-06T17:31:54.081833+00:00,c67cc9f,data/processed/model_matrix_lender,54,4ba0c29df138,lending,mlp,3,214708,19624,0.0027111421804875135,0.8876426829415989,0.1387044783184679,0.6700000166893005,0.7900000214576721,0.6359999775886536,,,,
lender,2026-08-06T17:31:54.081833+00:00,c67cc9f,data/processed/model_matrix_lender,54,4ba0c29df138,insolvency,lightgbm,6,165674,15022,0.003293984802439809,0.7620934197073437,0.017518466109612794,0.18000000715255737,0.11400000005960464,0.11299999803304672,,,,
lender,2026-08-06T17:31:54.081833+00:00,c67cc9f,data/processed/model_matrix_lender,54,4ba0c29df138,insolvency,logistic,6,165674,15022,0.003293984802439809,0.7347130327302047,0.012798244045591477,0.029999999329447746,0.07400000095367432,0.06800000369548798,,,,
lender,2026-08-06T17:31:54.081833+00:00,c67cc9f,data/processed/model_matrix_lender,54,4ba0c29df138,insolvency,mlp,6,165674,15022,0.003293984802439809,0.7430219056014692,0.013819307511820322,0.14000000059604645,0.09600000083446503,0.07999999821186066,,,,
lender,2026-08-06T17:31:54.081833+00:00,c67cc9f,data/processed/model_matrix_lender,54,4ba0c29df138,voluntary_exit,lightgbm,6,3779912,343699,0.07727589458227158,0.7931207281524251,0.35110912686714885,0.7799999713897705,0.8460000157356262,0.8510000109672546,,,,
lender,2026-08-06T17:31:54.081833+00:00,c67cc9f,data/processed/model_matrix_lender,54,4ba0c29df138,voluntary_exit,logistic,6,3779912,343699,0.07727589458227158,0.7705073065718526,0.3097030424196955,0.05000000074505806,0.2879999876022339,0.4180000126361847,,,,
lender,2026-08-06T17:31:54.081833+00:00,c67cc9f,data/processed/model_matrix_lender,54,4ba0c29df138,voluntary_exit,mlp,6,3779912,343699,0.07727589458227158,0.7800195846747127,0.33474945359755853,0.5099999904632568,0.6499999761581421,0.7170000076293945,,,,
lender,2026-08-06T17:31:54.081833+00:00,c67cc9f,data/processed/model_matrix_lender,54,4ba0c29df138,growth,lightgbm,12,610789,55564,0.021370641887187958,0.7614674368068253,0.057272321512573596,0.23999999463558197,0.17800000309944153,0.1770000010728836,,,,
lender,2026-08-06T17:31:54.081833+00:00,c67cc9f,data/processed/model_matrix_lender,54,4ba0c29df138,growth,logistic,12,610789,55564,0.021370641887187958,0.7315176397666191,0.0473802321825551,0.11999999731779099,0.13600000739097595,0.14100000262260437,,,,
lender,2026-08-06T17:31:54.081833+00:00,c67cc9f,data/processed/model_matrix_lender,54,4ba0c29df138,growth,mlp,12,610789,55564,0.021370641887187958,0.6998155007335175,0.04370172120862026,0.10000000149011612,0.11800000071525574,0.10499999672174454,,,,
lender_asof21,2026-08-07T07:54:10.843247+00:00,e44c79a,data/processed/model_matrix_lender_asof21,54,4ba0c29df138,lending,lightgbm,3,214708,19624,0.0027111421804875135,0.8762658118943571,0.05579223933089704,0.47999998927116394,0.3100000023841858,0.21699999272823334,,,,
lender_asof21,2026-08-07T07:54:10.843247+00:00,e44c79a,data/processed/model_matrix_lender_asof21,54,4ba0c29df138,lending,logistic,3,214708,19624,0.0027111421804875135,0.862469219832892,0.04292380565146948,0.17000000178813934,0.18799999356269836,0.16500000655651093,,,,
lender_asof21,2026-08-07T07:54:10.843247+00:00,e44c79a,data/processed/model_matrix_lender_asof21,54,4ba0c29df138,lending,mlp,3,214708,19624,0.0027111421804875135,0.8679907936019935,0.04653150669393272,0.38999998569488525,0.23000000417232513,0.16899999976158142,,,,
lender_asof21,2026-08-07T07:54:10.843247+00:00,e44c79a,data/processed/model_matrix_lender_asof21,54,4ba0c29df138,insolvency,lightgbm,6,165674,15022,0.003293984802439809,0.7626132446533718,0.017696255496093754,0.18000000715255737,0.12600000202655792,0.10999999940395355,,,,
lender_asof21,2026-08-07T07:54:10.843247+00:00,e44c79a,data/processed/model_matrix_lender_asof21,54,4ba0c29df138,insolvency,logistic,6,165674,15022,0.003293984802439809,0.7346089618761109,0.012766684176633156,0.019999999552965164,0.06800000369548798,0.07199999690055847,,,,
lender_asof21,2026-08-07T07:54:10.843247+00:00,e44c79a,data/processed/model_matrix_lender_asof21,54,4ba0c29df138,insolvency,mlp,6,165674,15022,0.003293984802439809,0.7392339070394075,0.012803172920962582,0.07999999821186066,0.07800000160932541,0.06800000369548798,,,,
lender_asof21,2026-08-07T07:54:10.843247+00:00,e44c79a,data/processed/model_matrix_lender_asof21,54,4ba0c29df138,voluntary_exit,lightgbm,6,3779912,343699,0.07727589458227158,0.7927296650263288,0.3505347553792581,0.8299999833106995,0.8259999752044678,0.8539999723434448,,,,
lender_asof21,2026-08-07T07:54:10.843247+00:00,e44c79a,data/processed/model_matrix_lender_asof21,54,4ba0c29df138,voluntary_exit,logistic,6,3779912,343699,0.07727589458227158,0.7705098625207836,0.31017171589120957,0.05999999865889549,0.29600000381469727,0.4180000126361847,,,,
lender_asof21,2026-08-07T07:54:10.843247+00:00,e44c79a,data/processed/model_matrix_lender_asof21,54,4ba0c29df138,voluntary_exit,mlp,6,3779912,343699,0.07727589458227158,0.7784154044051252,0.3384748560504142,0.699999988079071,0.7559999823570251,0.7699999809265137,,,,
lender_asof21,2026-08-07T07:54:10.843247+00:00,e44c79a,data/processed/model_matrix_lender_asof21,54,4ba0c29df138,growth,lightgbm,12,610789,55564,0.021370641887187958,0.7619946326620627,0.05777241005017197,0.23000000417232513,0.20999999344348907,0.1809999942779541,,,,
lender_asof21,2026-08-07T07:54:10.843247+00:00,e44c79a,data/processed/model_matrix_lender_asof21,54,4ba0c29df138,growth,logistic,12,610789,55564,0.021370641887187958,0.7385847800619267,0.04833379583709711,0.10000000149011612,0.17000000178813934,0.15000000596046448,,,,
lender_asof21,2026-08-07T07:54:10.843247+00:00,e44c79a,data/processed/model_matrix_lender_asof21,54,4ba0c29df138,growth,mlp,12,610789,55564,0.021370641887187958,0.7006689419432235,0.041301475294318914,0.07999999821186066,0.0820000022649765,0.07599999755620956,,,,
lender_asof21_det,2026-08-07T16:49:22.257501+00:00,47efea3,data/processed/model_matrix_lender_asof21,54,4ba0c29df138,lending,lightgbm,3,214708,19624,0.0027111421804875135,0.8762658118943571,0.05579223933089704,0.47999998927116394,0.3100000023841858,0.21699999272823334,0.8715326048833641,0.8806229475728931,0.266,0.3480499999999999
lender_asof21_det,2026-08-07T16:49:22.257501+00:00,47efea3,data/processed/model_matrix_lender_asof21,54,4ba0c29df138,lending,logistic,3,214708,19624,0.0027111421804875135,0.8624692198090085,0.04292380565146948,0.17000000178813934,0.18799999356269836,0.16500000655651093,0.8577116859584494,0.8671490547807873,0.15,0.224
lender_asof21_det,2026-08-07T16:49:22.257501+00:00,47efea3,data/processed/model_matrix_lender_asof21,54,4ba0c29df138,lending,mlp,3,214708,19624,0.0027111421804875135,0.86799079357811,0.04653150669251306,0.38999998569488525,0.23000000417232513,0.16899999976158142,0.8634301341614766,0.8726032071718852,0.188,0.272
lender_asof21_det,2026-08-07T16:49:22.257501+00:00,47efea3,data/processed/model_matrix_lender_asof21,54,4ba0c29df138,insolvency,lightgbm,6,165674,15022,0.003293984802439809,0.7626132446533718,0.017696255496093754,0.18000000715255737,0.12600000202655792,0.10999999940395355,0.7576595452039361,0.7667464715857691,0.09595000000000001,0.152
lender_asof21_det,2026-08-07T16:49:22.257501+00:00,47efea3,data/processed/model_matrix_lender_asof21,54,4ba0c29df138,insolvency,logistic,6,165674,15022,0.003293984802439809,0.7346089618563996,0.012766684176115043,0.019999999552965164,0.06800000369548798,0.07199999690055847,0.7296832824837894,0.739302254236098,0.046,0.092
lender_asof21_det,2026-08-07T16:49:22.257501+00:00,47efea3,data/processed/model_matrix_lender_asof21,54,4ba0c29df138,insolvency,mlp,6,165674,15022,0.003293984802439809,0.739233906881718,0.012803172916097583,0.07999999821186066,0.07800000160932541,0.06800000369548798,0.7346211855519454,0.7436694839210856,0.056,0.1
lender_asof21_det,2026-08-07T16:49:22.257501+00:00,47efea3,data/processed/model_matrix_lender_asof21,54,4ba0c29df138,voluntary_exit,lightgbm,6,3779912,343699,0.07727589458227158,0.7928596159020477,0.3506962585298469,0.8299999833106995,0.8360000252723694,0.8519999980926514,0.7918349171755611,0.7939538148204579,0.79995,0.866
lender_asof21_det,2026-08-07T16:49:22.257501+00:00,47efea3,data/processed/model_matrix_lender_asof21,54,4ba0c29df138,voluntary_exit,logistic,6,3779912,343699,0.07727589458227158,0.7705098627857975,0.3101717160631288,0.05999999865889549,0.29600000381469727,0.4180000126361847,0.7693546962359765,0.7716588309802473,0.242,0.33604999999999996
