CompanyNumber,grant_has_any,grant_n_organisations,grant_n_projects,grant_max_confidence,grant_min_confidence,grant_match_method,grant_source_date,grant_has_date
03315718,1,1,1,0.8,0.8,name_postcode_area,2026-08-11,0
03316790,1,1,0,0.9,0.9,name_postcode,2026-08-11,0
03319324,1,2,101,0.9,0.9,name_postcode,2026-08-11,0
03319712,1,2,5,0.9,0.9,name_postcode,2026-08-11,0
03321948,1,1,0,0.8,0.8,name_postcode_area,2026-08-11,0
03322560,1,2,9,0.9,0.9,name_postcode,2026-08-11,0
03324009,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03324556,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03325250,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03325643,1,1,3,0.9,0.9,name_postcode,2026-08-11,0
03325701,1,1,6,0.9,0.9,name_postcode,2026-08-11,0
03326051,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03328095,1,1,6,0.9,0.9,name_postcode,2026-08-11,0
03328668,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03328943,1,1,1,0.8,0.8,name_postcode_area,2026-08-11,0
03329252,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
03330062,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03330283,1,1,2,0.8,0.8,name_postcode_area,2026-08-11,0
03331929,1,1,5,0.9,0.9,name_postcode,2026-08-11,0
03332258,1,1,4,0.8,0.8,name_postcode_area,2026-08-11,0
03333323,1,1,1,0.8,0.8,name_postcode_area,2026-08-11,0
03333366,1,2,20,0.9,0.8,name_postcode|name_postcode_area,2026-08-11,0
03334117,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03341743,1,1,6,0.9,0.9,name_postcode,2026-08-11,0
03344825,1,1,3,0.9,0.9,name_postcode,2026-08-11,0
03345114,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03345469,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03346114,1,1,3,0.9,0.9,name_postcode,2026-08-11,0
03346853,1,2,9,0.9,0.8,name_postcode|name_postcode_area,2026-08-11,0
03347404,1,2,6,0.9,0.9,name_postcode,2026-08-11,0
03347611,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03352175,1,1,0,0.9,0.9,name_postcode,2026-08-11,0
03356289,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03356520,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03358553,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03358704,1,1,3,0.9,0.9,name_postcode,2026-08-11,0
03359002,1,1,4,0.9,0.9,name_postcode,2026-08-11,0
03361843,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03366643,1,1,3,0.8,0.8,name_postcode_area,2026-08-11,0
03369488,1,3,184,0.9,0.9,name_postcode,2026-08-11,0
03369681,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03370750,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
03373123,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03378617,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03379754,1,1,1,0.8,0.8,name_postcode_area,2026-08-11,0
03380727,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
03382084,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
03383537,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03386022,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
03386965,1,1,1,0.8,0.8,name_postcode_area,2026-08-11,0
03387047,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03387654,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03390810,1,2,5,0.9,0.8,name_postcode|name_postcode_area,2026-08-11,0
03391524,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03392707,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03395353,1,1,5,0.9,0.9,name_postcode,2026-08-11,0
03396849,1,1,2,0.8,0.8,name_postcode_area,2026-08-11,0
03398105,1,2,10,0.9,0.8,name_postcode|name_postcode_area,2026-08-11,0
03398534,1,1,1,0.8,0.8,name_postcode_area,2026-08-11,0
03400937,1,1,3,0.9,0.9,name_postcode,2026-08-11,0
03402844,1,2,18,0.9,0.9,name_postcode,2026-08-11,0
03406287,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03406375,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03412024,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03413179,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03415837,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03416760,1,1,0,0.9,0.9,name_postcode,2026-08-11,0
03418673,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03421028,1,1,0,0.8,0.8,name_postcode_area,2026-08-11,0
03425054,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03426095,1,2,5,0.9,0.9,name_postcode,2026-08-11,0
03426284,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03427270,1,1,1,0.8,0.8,name_postcode_area,2026-08-11,0
03433217,1,2,2,0.9,0.9,name_postcode,2026-08-11,0
03435974,1,2,2,0.9,0.9,name_postcode,2026-08-11,0
03436243,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03438219,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03443946,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
03444214,1,1,17,0.8,0.8,name_postcode_area,2026-08-11,0
03445616,1,1,3,0.9,0.9,name_postcode,2026-08-11,0
03447462,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03450138,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03452628,1,1,1,0.8,0.8,name_postcode_area,2026-08-11,0
03456683,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03457565,1,1,4,0.9,0.9,name_postcode,2026-08-11,0
03458224,1,1,0,0.9,0.9,name_postcode,2026-08-11,0
03459373,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03459600,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03460613,1,2,1,0.9,0.9,name_postcode,2026-08-11,0
03462263,1,2,1,0.9,0.9,name_postcode,2026-08-11,0
03464353,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03466242,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03467939,1,1,3,0.9,0.9,name_postcode,2026-08-11,0
03468512,1,1,0,0.9,0.9,name_postcode,2026-08-11,0
03468788,1,5,162,0.9,0.9,name_postcode,2026-08-11,0
03470398,1,1,0,0.9,0.9,name_postcode,2026-08-11,0
03470898,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03472480,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
03473056,1,1,1,0.8,0.8,name_postcode_area,2026-08-11,0
03474923,1,2,1,0.9,0.9,name_postcode,2026-08-11,0
03475558,1,2,4,0.9,0.9,name_postcode,2026-08-11,0
03475769,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03476255,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
03476521,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03476850,1,1,5,0.9,0.9,name_postcode,2026-08-11,0
03477402,1,1,1,0.8,0.8,name_postcode_area,2026-08-11,0
03477444,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
03477890,1,2,22,0.9,0.9,name_postcode,2026-08-11,0
03479133,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
03480995,1,2,4,0.9,0.9,name_postcode,2026-08-11,0
03482081,1,1,4,0.9,0.9,name_postcode,2026-08-11,0
03484910,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03485430,1,1,2,0.8,0.8,name_postcode_area,2026-08-11,0
03485785,1,1,4,0.9,0.9,name_postcode,2026-08-11,0
03486926,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03486934,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
03487778,1,2,5,0.9,0.9,name_postcode,2026-08-11,0
03488643,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03489117,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
03492030,1,1,5,0.9,0.9,name_postcode,2026-08-11,0
03492334,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03493954,1,1,14,0.8,0.8,name_postcode_area,2026-08-11,0
03494913,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03495210,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03496036,1,1,1,0.8,0.8,name_postcode_area,2026-08-11,0
03496115,1,1,13,0.9,0.9,name_postcode,2026-08-11,0
03496361,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03498691,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03498849,1,2,16,0.9,0.9,name_postcode,2026-08-11,0
03501481,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03502794,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
03503148,1,1,0,0.9,0.9,name_postcode,2026-08-11,0
03504192,1,2,8,0.9,0.9,name_postcode,2026-08-11,0
03504416,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03505279,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03514874,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03514991,1,1,5,0.9,0.9,name_postcode,2026-08-11,0
03517199,1,4,30,0.9,0.9,name_postcode,2026-08-11,0
03519696,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03521776,1,1,1,0.8,0.8,name_postcode_area,2026-08-11,0
03521946,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03524039,1,2,1,0.9,0.9,name_postcode,2026-08-11,0
03525534,1,2,2,0.9,0.9,name_postcode,2026-08-11,0
03526142,1,2,4,0.9,0.9,name_postcode,2026-08-11,0
03526590,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03527231,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03529599,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03530984,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03534778,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03536953,1,1,6,0.9,0.9,name_postcode,2026-08-11,0
03537860,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
03539836,1,1,6,0.9,0.9,name_postcode,2026-08-11,0
03546146,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03546214,1,2,5,0.9,0.9,name_postcode,2026-08-11,0
03546846,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03547108,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03547449,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03548352,1,1,6,0.9,0.9,name_postcode,2026-08-11,0
03548809,1,1,21,0.9,0.9,name_postcode,2026-08-11,0
03552453,1,1,0,0.8,0.8,name_postcode_area,2026-08-11,0
03553836,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
03555496,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03563283,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03565155,1,2,12,0.9,0.9,name_postcode,2026-08-11,0
03566560,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03566646,1,1,7,0.9,0.9,name_postcode,2026-08-11,0
03571564,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03571781,1,2,7,0.9,0.9,name_postcode,2026-08-11,0
03572942,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03575937,1,1,10,0.9,0.9,name_postcode,2026-08-11,0
03576442,1,1,2,0.8,0.8,name_postcode_area,2026-08-11,0
03576615,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
03578603,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03579143,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03579362,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03579622,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03587610,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03589504,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03597998,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
03601325,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03602240,1,1,5,0.9,0.9,name_postcode,2026-08-11,0
03602945,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03607311,1,2,5,0.9,0.9,name_postcode,2026-08-11,0
03607694,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03608206,1,2,1,0.9,0.9,name_postcode,2026-08-11,0
03608546,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03608807,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03611608,1,1,1,0.8,0.8,name_postcode_area,2026-08-11,0
03615916,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03616334,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03616766,1,1,0,0.9,0.9,name_postcode,2026-08-11,0
03617656,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
03619954,1,1,8,0.9,0.9,name_postcode,2026-08-11,0
03620177,1,2,20,0.9,0.9,name_postcode,2026-08-11,0
03622909,1,2,5,0.9,0.9,name_postcode,2026-08-11,0
03624096,1,2,5,0.9,0.8,name_postcode|name_postcode_area,2026-08-11,0
03625145,1,1,3,0.9,0.9,name_postcode,2026-08-11,0
03633992,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03634644,1,1,6,0.9,0.9,name_postcode,2026-08-11,0
03637849,1,1,1,0.8,0.8,name_postcode_area,2026-08-11,0
03639165,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03640833,1,1,1,0.8,0.8,name_postcode_area,2026-08-11,0
03640941,1,1,3,0.9,0.9,name_postcode,2026-08-11,0
03643676,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03644215,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03645072,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
03646267,1,2,9,0.9,0.9,name_postcode,2026-08-11,0
03653794,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03654457,1,1,2,0.8,0.8,name_postcode_area,2026-08-11,0
03654492,1,2,5,0.9,0.9,name_postcode,2026-08-11,0
03655429,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03656605,1,1,6,0.9,0.9,name_postcode,2026-08-11,0
03657653,1,2,5,0.9,0.9,name_postcode,2026-08-11,0
03659970,1,2,24,0.9,0.9,name_postcode,2026-08-11,0
03660805,1,2,1,0.9,0.9,name_postcode,2026-08-11,0
03662043,1,1,1,0.8,0.8,name_postcode_area,2026-08-11,0
03663473,1,1,11,0.9,0.9,name_postcode,2026-08-11,0
03668442,1,1,2,0.8,0.8,name_postcode_area,2026-08-11,0
03671139,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03671355,1,1,4,0.8,0.8,name_postcode_area,2026-08-11,0
03672188,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03674842,1,2,23,0.9,0.9,name_postcode,2026-08-11,0
03675964,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03679321,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03681737,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
03682759,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
03684766,1,1,4,0.9,0.9,name_postcode,2026-08-11,0
03685596,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03685711,1,1,8,0.9,0.9,name_postcode,2026-08-11,0
03685736,1,1,5,0.8,0.8,name_postcode_area,2026-08-11,0
03688979,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
03690881,1,2,2,0.9,0.9,name_postcode,2026-08-11,0
03699022,1,1,8,0.9,0.9,name_postcode,2026-08-11,0
03699400,1,2,11,0.9,0.9,name_postcode,2026-08-11,0
03699427,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03700715,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03701792,1,1,1,0.8,0.8,name_postcode_area,2026-08-11,0
03705562,1,1,3,0.9,0.9,name_postcode,2026-08-11,0
03709130,1,2,3,0.9,0.9,name_postcode,2026-08-11,0
03709549,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
03713964,1,1,4,0.9,0.9,name_postcode,2026-08-11,0
03716623,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
03729745,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
03729805,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03733334,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03737163,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03737270,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03739805,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03741454,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
03743347,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03743494,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
03744012,1,1,0,0.9,0.9,name_postcode,2026-08-11,0
03745726,1,2,91,0.9,0.9,name_postcode,2026-08-11,0
03749443,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
03751665,1,2,5,0.9,0.9,name_postcode,2026-08-11,0
03751674,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
03752242,1,3,5,0.8,0.8,name_postcode_area,2026-08-11,0
03752719,1,1,7,0.9,0.9,name_postcode,2026-08-11,0
03755080,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03755592,1,1,0,0.9,0.9,name_postcode,2026-08-11,0
03756030,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03759347,1,1,1,0.8,0.8,name_postcode_area,2026-08-11,0
03760548,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03761340,1,2,7,0.9,0.9,name_postcode,2026-08-11,0
03767075,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03773617,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03775131,1,1,1,0.8,0.8,name_postcode_area,2026-08-11,0
03775780,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03776018,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03776727,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03777037,1,1,3,0.9,0.9,name_postcode,2026-08-11,0
03777578,1,1,5,0.9,0.9,name_postcode,2026-08-11,0
03780105,1,1,5,0.9,0.9,name_postcode,2026-08-11,0
03780764,1,1,13,0.9,0.9,name_postcode,2026-08-11,0
03781545,1,1,3,0.9,0.9,name_postcode,2026-08-11,0
03782938,1,2,8,0.9,0.9,name_postcode,2026-08-11,0
03783386,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
03785518,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03788489,1,1,8,0.9,0.9,name_postcode,2026-08-11,0
03794455,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03794633,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
03796233,1,1,43,0.9,0.9,name_postcode,2026-08-11,0
03799809,1,1,3,0.8,0.8,name_postcode_area,2026-08-11,0
03799817,1,2,2,0.9,0.9,name_postcode,2026-08-11,0
03801319,1,1,0,0.9,0.9,name_postcode,2026-08-11,0
03802001,1,1,6,0.9,0.9,name_postcode,2026-08-11,0
03802139,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03803367,1,2,18,0.9,0.9,name_postcode,2026-08-11,0
03808313,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03810162,1,1,2,0.8,0.8,name_postcode_area,2026-08-11,0
03812608,1,2,2,0.9,0.8,name_postcode|name_postcode_area,2026-08-11,0
03818176,1,1,5,0.9,0.9,name_postcode,2026-08-11,0
03818234,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03818280,1,1,2,0.8,0.8,name_postcode_area,2026-08-11,0
03821362,1,1,1,0.8,0.8,name_postcode_area,2026-08-11,0
03823204,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03823727,1,1,4,0.9,0.9,name_postcode,2026-08-11,0
03823810,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03824626,1,1,16,0.9,0.9,name_postcode,2026-08-11,0
03825057,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03827293,1,2,23,0.9,0.9,name_postcode,2026-08-11,0
03829615,1,1,0,0.8,0.8,name_postcode_area,2026-08-11,0
03830078,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
03830311,1,3,3,0.9,0.8,name_postcode|name_postcode_area,2026-08-11,0
03830499,1,1,3,0.9,0.9,name_postcode,2026-08-11,0
03831898,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03834125,1,1,3,0.9,0.9,name_postcode,2026-08-11,0
03834869,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03835180,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03836922,1,1,9,0.9,0.9,name_postcode,2026-08-11,0
03838002,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03838464,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03839609,1,2,1,0.9,0.9,name_postcode,2026-08-11,0
03841804,1,3,2,0.8,0.8,name_postcode_area,2026-08-11,0
03844571,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03844938,1,2,2,0.9,0.9,name_postcode,2026-08-11,0
03845305,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03845432,1,1,3,0.8,0.8,name_postcode_area,2026-08-11,0
03847220,1,1,0,0.9,0.9,name_postcode,2026-08-11,0
03847379,1,1,3,0.9,0.9,name_postcode,2026-08-11,0
03847966,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03852657,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03853277,1,2,7,0.9,0.9,name_postcode,2026-08-11,0
03855274,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
03858881,1,2,11,0.9,0.8,name_postcode|name_postcode_area,2026-08-11,0
03859239,1,1,1,0.8,0.8,name_postcode_area,2026-08-11,0
03859442,1,3,220,0.9,0.9,name_postcode,2026-08-11,0
03859507,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03860799,1,1,3,0.8,0.8,name_postcode_area,2026-08-11,0
03861633,1,1,1,0.8,0.8,name_postcode_area,2026-08-11,0
03862571,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03867040,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03867723,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03867976,1,2,2,0.9,0.9,name_postcode,2026-08-11,0
03870587,1,1,7,0.9,0.9,name_postcode,2026-08-11,0
03872673,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03874320,1,2,1,0.9,0.9,name_postcode,2026-08-11,0
03877089,1,1,4,0.9,0.9,name_postcode,2026-08-11,0
03879156,1,1,3,0.9,0.9,name_postcode,2026-08-11,0
03881993,1,2,2,0.9,0.9,name_postcode,2026-08-11,0
03883223,1,1,16,0.9,0.9,name_postcode,2026-08-11,0
03884055,1,1,13,0.9,0.9,name_postcode,2026-08-11,0
03885544,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
03886556,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03888271,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03889552,1,2,4,0.9,0.9,name_postcode,2026-08-11,0
03893100,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03893149,1,1,0,0.9,0.9,name_postcode,2026-08-11,0
03895736,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03896734,1,1,6,0.9,0.9,name_postcode,2026-08-11,0
03897642,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03898047,1,2,2,0.9,0.9,name_postcode,2026-08-11,0
03899549,1,1,3,0.8,0.8,name_postcode_area,2026-08-11,0
03899842,1,1,7,0.9,0.9,name_postcode,2026-08-11,0
03901952,1,1,4,0.9,0.9,name_postcode,2026-08-11,0
03902966,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03903987,1,1,3,0.9,0.9,name_postcode,2026-08-11,0
03908794,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03912361,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
03913109,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03914370,1,1,6,0.9,0.9,name_postcode,2026-08-11,0
03917515,1,1,19,0.9,0.9,name_postcode,2026-08-11,0
03917536,1,1,7,0.9,0.9,name_postcode,2026-08-11,0
03918227,1,1,3,0.9,0.9,name_postcode,2026-08-11,0
03918877,1,2,12,0.9,0.8,name_postcode|name_postcode_area,2026-08-11,0
03921135,1,1,3,0.9,0.9,name_postcode,2026-08-11,0
03921897,1,1,0,0.9,0.9,name_postcode,2026-08-11,0
03922575,1,1,8,0.9,0.9,name_postcode,2026-08-11,0
03924148,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
03926132,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03926300,1,1,1,0.8,0.8,name_postcode_area,2026-08-11,0
03928078,1,1,0,0.9,0.9,name_postcode,2026-08-11,0
03931532,1,1,3,0.8,0.8,name_postcode_area,2026-08-11,0
03934026,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
03934767,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
03934798,1,1,1,0.8,0.8,name_postcode_area,2026-08-11,0
03936112,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
03938270,1,1,18,0.8,0.8,name_postcode_area,2026-08-11,0
03939427,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
03942412,1,2,8,0.9,0.9,name_postcode,2026-08-11,0
03942728,1,3,6,0.9,0.9,name_postcode,2026-08-11,0
03946660,1,1,11,0.9,0.9,name_postcode,2026-08-11,0
03948863,1,1,0,0.9,0.9,name_postcode,2026-08-11,0
03949649,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03949707,1,2,5,0.9,0.9,name_postcode,2026-08-11,0
03950028,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03950388,1,1,1,0.8,0.8,name_postcode_area,2026-08-11,0
03950868,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
03951260,1,1,3,0.9,0.9,name_postcode,2026-08-11,0
03951486,1,1,3,0.9,0.9,name_postcode,2026-08-11,0
03954256,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03954387,1,1,2,0.8,0.8,name_postcode_area,2026-08-11,0
03956929,1,1,0,0.9,0.9,name_postcode,2026-08-11,0
03957801,1,2,6,0.9,0.9,name_postcode,2026-08-11,0
03958217,1,3,45,0.9,0.8,name_postcode|name_postcode_area,2026-08-11,0
03958350,1,1,0,0.8,0.8,name_postcode_area,2026-08-11,0
03959037,1,1,3,0.9,0.9,name_postcode,2026-08-11,0
03959310,1,2,3,0.9,0.9,name_postcode,2026-08-11,0
03960198,1,2,7,0.9,0.9,name_postcode,2026-08-11,0
03961272,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03964307,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03966267,1,2,1,0.9,0.9,name_postcode,2026-08-11,0
03968472,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03969379,1,1,1,0.8,0.8,name_postcode_area,2026-08-11,0
03974455,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03974470,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03974954,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03975941,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03978908,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
03979088,1,1,8,0.9,0.9,name_postcode,2026-08-11,0
03980418,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03980594,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03981291,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
03981497,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
03981600,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
03985345,1,2,7,0.9,0.9,name_postcode,2026-08-11,0
