CompanyNumber,grant_has_any,grant_n_organisations,grant_n_projects,grant_max_confidence,grant_min_confidence,grant_match_method,grant_source_date,grant_has_date
10496603,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
10497278,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
10497519,1,1,0,0.9,0.9,name_postcode,2026-08-11,0
10498672,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10500092,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
10500815,1,1,3,0.9,0.9,name_postcode,2026-08-11,0
10502068,1,2,2,0.9,0.9,name_postcode,2026-08-11,0
10502511,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
10502954,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
10503207,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10505487,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10505838,1,1,7,0.9,0.9,name_postcode,2026-08-11,0
10507336,1,2,4,0.9,0.9,name_postcode,2026-08-11,0
10509764,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10509859,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10510951,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10513037,1,1,12,0.9,0.9,name_postcode,2026-08-11,0
10514213,1,1,4,0.9,0.9,name_postcode,2026-08-11,0
10516061,1,2,1,0.9,0.9,name_postcode,2026-08-11,0
10525109,1,1,0,0.9,0.9,name_postcode,2026-08-11,0
10528961,1,3,19,0.9,0.9,name_postcode,2026-08-11,0
10530319,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10530804,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10531572,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10533021,1,1,6,0.9,0.9,name_postcode,2026-08-11,0
10534288,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10536085,1,1,4,0.9,0.9,name_postcode,2026-08-11,0
10536202,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10536593,1,1,4,0.9,0.9,name_postcode,2026-08-11,0
10537793,1,1,0,0.9,0.9,name_postcode,2026-08-11,0
10537918,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10540308,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10541498,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10542659,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10543107,1,1,4,0.9,0.9,name_postcode,2026-08-11,0
10544126,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
10544841,1,1,10,0.9,0.9,name_postcode,2026-08-11,0
10545703,1,1,3,0.9,0.9,name_postcode,2026-08-11,0
10547298,1,1,3,0.9,0.9,name_postcode,2026-08-11,0
10548841,1,2,1,0.9,0.9,name_postcode,2026-08-11,0
10553244,1,1,0,0.8,0.8,name_postcode_area,2026-08-11,0
10554116,1,2,2,0.9,0.9,name_postcode,2026-08-11,0
10554487,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10557515,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
10559120,1,1,3,0.9,0.9,name_postcode,2026-08-11,0
10559608,1,1,1,0.8,0.8,name_postcode_area,2026-08-11,0
10565053,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10567864,1,1,5,0.9,0.9,name_postcode,2026-08-11,0
10568713,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
10568730,1,2,3,0.8,0.8,name_postcode_area,2026-08-11,0
10574036,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10578025,1,1,1,0.8,0.8,name_postcode_area,2026-08-11,0
10581522,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10586920,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10587780,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10589231,1,1,6,0.9,0.9,name_postcode,2026-08-11,0
10589334,1,2,6,0.9,0.9,name_postcode,2026-08-11,0
10591395,1,1,12,0.9,0.9,name_postcode,2026-08-11,0
10592992,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10594007,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
10605267,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10612719,1,1,5,0.9,0.9,name_postcode,2026-08-11,0
10615898,1,2,3,0.9,0.9,name_postcode,2026-08-11,0
10616124,1,1,9,0.9,0.9,name_postcode,2026-08-11,0
10616484,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10617252,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10620899,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
10622903,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10626483,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
10628278,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10628641,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
10629757,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
10630913,1,1,3,0.9,0.9,name_postcode,2026-08-11,0
10636359,1,1,8,0.9,0.9,name_postcode,2026-08-11,0
10637621,1,1,3,0.9,0.9,name_postcode,2026-08-11,0
10637757,1,2,1,0.9,0.8,name_postcode|name_postcode_area,2026-08-11,0
10640223,1,1,8,0.9,0.9,name_postcode,2026-08-11,0
10640279,1,1,3,0.9,0.9,name_postcode,2026-08-11,0
10641754,1,1,4,0.9,0.9,name_postcode,2026-08-11,0
10644735,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10646346,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
10649320,1,2,10,0.9,0.9,name_postcode,2026-08-11,0
10650498,1,1,0,0.9,0.9,name_postcode,2026-08-11,0
10651231,1,1,0,0.9,0.9,name_postcode,2026-08-11,0
10651273,1,1,7,0.9,0.9,name_postcode,2026-08-11,0
10652031,1,1,3,0.9,0.9,name_postcode,2026-08-11,0
10654893,1,1,7,0.9,0.9,name_postcode,2026-08-11,0
10660835,1,1,6,0.9,0.9,name_postcode,2026-08-11,0
10661443,1,1,1,0.8,0.8,name_postcode_area,2026-08-11,0
10662003,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10662029,1,1,0,0.9,0.9,name_postcode,2026-08-11,0
10663165,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
10663465,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10663664,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10664359,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10664365,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10666482,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
10670751,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10673098,1,1,12,0.9,0.9,name_postcode,2026-08-11,0
10674398,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10675550,1,2,2,0.9,0.9,name_postcode,2026-08-11,0
10676381,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10678742,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10679546,1,1,5,0.9,0.9,name_postcode,2026-08-11,0
10680704,1,1,12,0.9,0.9,name_postcode,2026-08-11,0
10680996,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10684049,1,2,1,0.9,0.9,name_postcode,2026-08-11,0
10685524,1,2,5,0.9,0.9,name_postcode,2026-08-11,0
10687784,1,2,19,0.9,0.9,name_postcode,2026-08-11,0
10687859,1,2,23,0.9,0.9,name_postcode,2026-08-11,0
10689249,1,1,1,0.8,0.8,name_postcode_area,2026-08-11,0
10691747,1,1,10,0.9,0.9,name_postcode,2026-08-11,0
10695004,1,1,3,0.8,0.8,name_postcode_area,2026-08-11,0
10696351,1,2,4,0.9,0.9,name_postcode,2026-08-11,0
10696778,1,1,0,0.9,0.9,name_postcode,2026-08-11,0
10698853,1,1,5,0.9,0.9,name_postcode,2026-08-11,0
10703321,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10704573,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10704912,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
10709119,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10711251,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10713969,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10717961,1,1,1,0.8,0.8,name_postcode_area,2026-08-11,0
10720342,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10721979,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10723076,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
10724944,1,1,7,0.9,0.9,name_postcode,2026-08-11,0
10732693,1,1,4,0.9,0.9,name_postcode,2026-08-11,0
10732986,1,1,3,0.9,0.9,name_postcode,2026-08-11,0
10734232,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10735638,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10735689,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10736268,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10736309,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
10736975,1,1,2,0.8,0.8,name_postcode_area,2026-08-11,0
10739974,1,1,7,0.9,0.9,name_postcode,2026-08-11,0
10741293,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10741640,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10741852,1,1,4,0.9,0.9,name_postcode,2026-08-11,0
10746274,1,1,8,0.9,0.9,name_postcode,2026-08-11,0
10749002,1,1,0,0.9,0.9,name_postcode,2026-08-11,0
10754360,1,1,1,0.8,0.8,name_postcode_area,2026-08-11,0
10756220,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10757456,1,1,3,0.9,0.9,name_postcode,2026-08-11,0
10762031,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10766606,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10768607,1,1,3,0.9,0.9,name_postcode,2026-08-11,0
10768924,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10769938,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10771684,1,1,7,0.9,0.9,name_postcode,2026-08-11,0
10771817,1,1,4,0.9,0.9,name_postcode,2026-08-11,0
10772267,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10772414,1,1,3,0.9,0.9,name_postcode,2026-08-11,0
10774788,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
10775328,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10778477,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10780017,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10780236,1,2,3,0.9,0.9,name_postcode,2026-08-11,0
10781862,1,1,18,0.9,0.9,name_postcode,2026-08-11,0
10783614,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10784763,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10785329,1,2,13,0.9,0.9,name_postcode,2026-08-11,0
10787323,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10787420,1,1,3,0.9,0.9,name_postcode,2026-08-11,0
10791734,1,2,2,0.9,0.9,name_postcode,2026-08-11,0
10793871,1,2,3,0.9,0.8,name_postcode|name_postcode_area,2026-08-11,0
10794221,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10796984,1,2,8,0.9,0.9,name_postcode,2026-08-11,0
10800305,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10800659,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10800725,1,1,0,0.8,0.8,name_postcode_area,2026-08-11,0
10801372,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10802107,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10802594,1,1,3,0.9,0.9,name_postcode,2026-08-11,0
10803267,1,2,1,0.9,0.9,name_postcode,2026-08-11,0
10803595,1,1,9,0.9,0.9,name_postcode,2026-08-11,0
10803852,1,1,6,0.9,0.9,name_postcode,2026-08-11,0
10808611,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
10812536,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10814948,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
10815662,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10815796,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10820724,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10822364,1,1,0,0.9,0.9,name_postcode,2026-08-11,0
10823844,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
10826246,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
10827294,1,1,1,0.8,0.8,name_postcode_area,2026-08-11,0
10828503,1,2,6,0.9,0.9,name_postcode,2026-08-11,0
10830248,1,1,7,0.9,0.9,name_postcode,2026-08-11,0
10831400,1,1,3,0.9,0.9,name_postcode,2026-08-11,0
10831914,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10832366,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10833951,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10835465,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10835544,1,1,4,0.9,0.9,name_postcode,2026-08-11,0
10836250,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10837082,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10838837,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10842340,1,1,6,0.9,0.9,name_postcode,2026-08-11,0
10844040,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10846758,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10846824,1,1,2,0.8,0.8,name_postcode_area,2026-08-11,0
10849490,1,2,7,0.9,0.9,name_postcode,2026-08-11,0
10849933,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
10850868,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10853495,1,1,3,0.9,0.9,name_postcode,2026-08-11,0
10854957,1,1,8,0.9,0.9,name_postcode,2026-08-11,0
10855152,1,1,7,0.9,0.9,name_postcode,2026-08-11,0
10859611,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10864067,1,1,3,0.9,0.9,name_postcode,2026-08-11,0
10864676,1,1,3,0.9,0.9,name_postcode,2026-08-11,0
10867089,1,2,15,0.9,0.9,name_postcode,2026-08-11,0
10868013,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10868183,1,2,5,0.9,0.9,name_postcode,2026-08-11,0
10871763,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10877648,1,1,5,0.9,0.9,name_postcode,2026-08-11,0
10880268,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10880642,1,1,3,0.9,0.9,name_postcode,2026-08-11,0
10880961,1,1,6,0.9,0.9,name_postcode,2026-08-11,0
10883286,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10885250,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10886223,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10886234,1,1,0,0.9,0.9,name_postcode,2026-08-11,0
10886588,1,1,4,0.9,0.9,name_postcode,2026-08-11,0
10889269,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10889295,1,1,4,0.9,0.9,name_postcode,2026-08-11,0
10892193,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
10895230,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10895764,1,1,0,0.8,0.8,name_postcode_area,2026-08-11,0
10898553,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10901341,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10903302,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10903847,1,1,10,0.9,0.9,name_postcode,2026-08-11,0
10906273,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
10906840,1,1,0,0.8,0.8,name_postcode_area,2026-08-11,0
10909418,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
10909863,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10912358,1,1,1,0.8,0.8,name_postcode_area,2026-08-11,0
10912385,1,1,0,0.9,0.9,name_postcode,2026-08-11,0
10913668,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10915674,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10916289,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10921061,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10921927,1,1,0,0.9,0.9,name_postcode,2026-08-11,0
10922328,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10923412,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
10923499,1,2,1,0.9,0.8,name_postcode|name_postcode_area,2026-08-11,0
10924127,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
10924926,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10926564,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10928809,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10931336,1,2,2,0.9,0.9,name_postcode,2026-08-11,0
10932147,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10932206,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
10932260,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10932473,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10933248,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10934416,1,1,0,0.8,0.8,name_postcode_area,2026-08-11,0
10934505,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10936437,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10939826,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10941003,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10942424,1,1,5,0.9,0.9,name_postcode,2026-08-11,0
10943570,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10945246,1,1,9,0.9,0.9,name_postcode,2026-08-11,0
10946820,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
10950775,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10951340,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10952142,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
10955936,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
10956671,1,1,1,0.8,0.8,name_postcode_area,2026-08-11,0
10956687,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10959095,1,3,20,0.9,0.9,name_postcode,2026-08-11,0
10960050,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10960466,1,2,4,0.9,0.9,name_postcode,2026-08-11,0
10961127,1,1,1,0.8,0.8,name_postcode_area,2026-08-11,0
10966149,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10966635,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10969092,1,1,6,0.9,0.9,name_postcode,2026-08-11,0
10970841,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
10972015,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
10973868,1,2,4,0.9,0.9,name_postcode,2026-08-11,0
10974844,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10977560,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10977836,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10978406,1,1,0,0.9,0.9,name_postcode,2026-08-11,0
10979596,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
10980144,1,1,11,0.9,0.9,name_postcode,2026-08-11,0
10980510,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10980651,1,2,6,0.9,0.9,name_postcode,2026-08-11,0
10983242,1,1,0,0.9,0.9,name_postcode,2026-08-11,0
10983569,1,1,0,0.9,0.9,name_postcode,2026-08-11,0
10984092,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
10984685,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
10986940,1,1,4,0.9,0.9,name_postcode,2026-08-11,0
10989105,1,1,8,0.9,0.9,name_postcode,2026-08-11,0
10989365,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
10990604,1,1,4,0.9,0.9,name_postcode,2026-08-11,0
10998087,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
11001290,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
11001894,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
11002717,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
11005865,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
11008126,1,1,3,0.9,0.9,name_postcode,2026-08-11,0
11010715,1,1,3,0.9,0.9,name_postcode,2026-08-11,0
11012816,1,2,2,0.9,0.9,name_postcode,2026-08-11,0
11013848,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
11015117,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
11016279,1,1,0,0.9,0.9,name_postcode,2026-08-11,0
11016757,1,1,4,0.9,0.9,name_postcode,2026-08-11,0
11017136,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
11020413,1,1,3,0.9,0.9,name_postcode,2026-08-11,0
11022970,1,1,4,0.9,0.9,name_postcode,2026-08-11,0
11024027,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
11025106,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
11027520,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
11029091,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
11030310,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
11030510,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
11031998,1,2,3,0.9,0.9,name_postcode,2026-08-11,0
11041631,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
11041919,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
11042080,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
11042112,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
11044789,1,1,0,0.8,0.8,name_postcode_area,2026-08-11,0
11046748,1,1,1,0.8,0.8,name_postcode_area,2026-08-11,0
11046802,1,1,1,0.8,0.8,name_postcode_area,2026-08-11,0
11050813,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
11052339,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
11054011,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
11054887,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
11057060,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
11059104,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
11059163,1,2,2,0.9,0.9,name_postcode,2026-08-11,0
11059491,1,1,7,0.9,0.9,name_postcode,2026-08-11,0
11060386,1,2,8,0.9,0.9,name_postcode,2026-08-11,0
11062412,1,1,5,0.9,0.9,name_postcode,2026-08-11,0
11066149,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
11066948,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
11069293,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
11069886,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
11070502,1,1,6,0.9,0.9,name_postcode,2026-08-11,0
11070996,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
11071121,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
11073804,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
11074380,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
11076647,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
11076788,1,1,3,0.9,0.9,name_postcode,2026-08-11,0
11077030,1,1,3,0.9,0.9,name_postcode,2026-08-11,0
11082389,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
11083558,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
11084258,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
11085480,1,1,3,0.9,0.9,name_postcode,2026-08-11,0
11088766,1,1,0,0.9,0.9,name_postcode,2026-08-11,0
11091899,1,1,4,0.9,0.9,name_postcode,2026-08-11,0
11093638,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
11096479,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
11102458,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
11102890,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
11103317,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
11104088,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
11105213,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
11106423,1,2,8,0.9,0.9,name_postcode,2026-08-11,0
11107793,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
11107938,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
11108246,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
11109941,1,1,12,0.9,0.9,name_postcode,2026-08-11,0
11110428,1,1,5,0.9,0.9,name_postcode,2026-08-11,0
11110867,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
11112870,1,1,12,0.9,0.9,name_postcode,2026-08-11,0
11112959,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
11113295,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
11115277,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
11115983,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
11116383,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
11117564,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
11118266,1,1,0,0.9,0.9,name_postcode,2026-08-11,0
11120038,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
11120546,1,1,1,0.8,0.8,name_postcode_area,2026-08-11,0
11123728,1,2,10,0.9,0.9,name_postcode,2026-08-11,0
11125442,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
11125466,1,1,7,0.9,0.9,name_postcode,2026-08-11,0
11127427,1,1,7,0.9,0.9,name_postcode,2026-08-11,0
11128093,1,1,0,0.9,0.9,name_postcode,2026-08-11,0
11129870,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
11130218,1,1,7,0.9,0.9,name_postcode,2026-08-11,0
11130721,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
11131658,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
11136840,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
11137433,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
11140695,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
11141453,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
11141665,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
11142238,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
11145951,1,1,3,0.9,0.9,name_postcode,2026-08-11,0
11146102,1,1,3,0.9,0.9,name_postcode,2026-08-11,0
11146554,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
11147264,1,1,4,0.9,0.9,name_postcode,2026-08-11,0
11152612,1,1,0,0.8,0.8,name_postcode_area,2026-08-11,0
11153050,1,1,3,0.9,0.9,name_postcode,2026-08-11,0
11153193,1,1,6,0.9,0.9,name_postcode,2026-08-11,0
11153557,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
11157173,1,1,2,0.8,0.8,name_postcode_area,2026-08-11,0
11158825,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
11159809,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
11159880,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
11163019,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
11172223,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
11175710,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
11177178,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
11181393,1,1,1,0.9,0.9,name_postcode,2026-08-11,0
11185179,1,1,1,0.8,0.8,name_postcode_area,2026-08-11,0
11187265,1,1,0,0.9,0.9,name_postcode,2026-08-11,0
11187318,1,1,2,0.9,0.9,name_postcode,2026-08-11,0
11188703,1,1,3,0.9,0.9,name_postcode,2026-08-11,0
11188863,1,1,7,0.9,0.9,name_postcode,2026-08-11,0
11194500,1,1,0,0.8,0.8,name_postcode_area,2026-08-11,0
11198241,1,1,0,0.9,0.9,name_postcode,2026-08-11,0
11200994,1,1,0,0.9,0.9,name_postcode,2026-08-11,0
