CompanyNumber,CompanyName,best_target,best_rank,best_score,sector,post_town,raw_hits,n_verified,fetch
16392147,BLUE FABRIC LTD,voluntary_exit,86,0.9161933840127096,Fast growth & emerging,STRATFORD-UPON-AVON,0,0,cache
16387765,DHANU IT SOLUTIONS LTD,voluntary_exit,5,0.9161933840127096,Fast growth & emerging,WOLVERHAMPTON,0,0,cache
08905651,DICE FM HOLDINGS LTD,lending,70,0.3819575776424321,Fast growth & emerging,LONDON,0,0,cache
14373641,DICE FM UK LTD,growth,65,0.3072428793896398,Fast growth & emerging,LONDON,0,0,cache
SC845366,DIGIFINITY LTD,voluntary_exit,10,0.9161933840127096,Fast growth & emerging,EDINBURGH,0,0,cache
11805908,DIGITAL QUOTIENT SOLUTIONS LTD,growth,49,0.3222290169062229,Fast growth & emerging,LONDON,0,0,cache
16387759,FAD SRL LTD,voluntary_exit,4,0.9161933840127096,Fast growth & emerging,LONDON,0,0,cache
13008682,FANCY DRAGON LIMITED,insolvency,36,0.3224514973487574,Manufacturing,SOUTHAMPTON,0,0,cache
16385419,HEXNOVA LTD,voluntary_exit,9,0.9161933840127096,Fast growth & emerging,MILDENHALL,0,0,cache
11348640,HGGL CONSULTING LTD,insolvency,64,0.2003025601867217,Fast growth & emerging,DORMANSLAND,0,0,cache
12364000,HICOMPLY LTD,growth,81,0.2909280927828479,Fast growth & emerging,DURHAM,0,0,cache
06491117,HIGHCURVE LIMITED,insolvency,30,0.3610691105453485,Fast growth & emerging,TRING,0,0,cache
00159177,HINDUJA AUTOMOTIVE LIMITED,lending,89,0.3673373195885365,"Technology, legal & professional",LONDON,0,0,cache
13614669,HIQMA LIMITED,insolvency,68,0.1987896510313441,"Technology, legal & professional",WATFORD,0,0,cache
16437226,HOPE STUDIOS UK LTD,lending,95,0.3595183165483974,"Technology, legal & professional",LONDON,0,0,cache
16386398,LETSTALKFRIEND LIMITED,voluntary_exit,63,0.9161933840127096,Fast growth & emerging,WOLVERHAMPTON,0,0,cache
06054920,LIVING BRANDS LTD,insolvency,37,0.300201874474803,"Technology, legal & professional",HEMEL HEMPSTEAD,0,0,cache
SC627776,LIZ WILSON COPYWRITING & COMMUNICATIONS LIMITED,insolvency,38,0.2746153567217289,"Technology, legal & professional",HELENSBURGH,0,0,cache
12705598,"MUMANIELA PROJECT, ART AND DESING LTD",insolvency,3,0.4579408405113881,"Technology, legal & professional",LONDON,0,0,cache
16390567,N KAUR CONSULTANCY LTD,voluntary_exit,19,0.9161933840127096,Fast growth & emerging,LONDON,0,0,cache
05394508,NASMYTH DOUGHTY LIMITED,insolvency,94,0.1742756300858794,Manufacturing,COVENTRY,0,0,cache
07823588,NATIONAL INSTITUTE OF AGRICULTURAL BOTANY TRUST,growth,22,0.3741230439223525,Fast growth & emerging,CAMBRIDGE,0,0,cache
16392997,PINNACLE-CONSULTANCY BUSINESS LIMITED,voluntary_exit,20,0.9161933840127096,Fast growth & emerging,BRADFORD,0,0,cache
16390851,PLAYALOPETECH LTD,voluntary_exit,91,0.9161933840127096,Fast growth & emerging,LEEDS,0,0,cache
11966921,PLAYGROUND TELEVISION UK 2 LIMITED,lending,38,0.4196334961357589,"Technology, legal & professional",LONDON,0,0,cache
02006899,PMR SYSTEMS LTD,insolvency,26,0.3725807637979245,Manufacturing,HAMPSHIRE,0,0,cache
05556499,PORTARAMP (UK) LIMITED,growth,86,0.2897397606136545,Manufacturing,CRADLEY HEATH,0,0,cache
13637173,RURAL MENTAL HEALTH MATTERS LIMITED,insolvency,49,0.2203113319472611,"Technology, legal & professional",SHAFTESBURY,0,0,cache
16388591,RVCK LTD,voluntary_exit,23,0.9161933840127096,Fast growth & emerging,LONDON,0,0,cache
06627205,S&W ACCOUNTANCY SERVICES LIMITED,insolvency,25,0.372677043516294,"Technology, legal & professional",FAREHAM,0,0,cache
15069455,SAAM PRIVATE HIRE LTD,insolvency,46,0.2288494777160572,Fast growth & emerging,NEWCASTLE UPON TYNE,0,0,cache
15366121,TECHFLOW MARINE (PORTS & TERMINALS) LTD,growth,24,0.3715035825003587,Manufacturing,NORTHUMBERLAND,0,0,cache
09085579,TELCOM NETWORKS LIMITED,growth,16,0.3995481803141968,"Technology, legal & professional",MANCHESTER,0,0,cache
09932771,TEN 0 EIGHT LTD,insolvency,17,0.4003722589993164,"Technology, legal & professional",OAKMERE,0,0,cache
09042505,UKTTF LIMITED,insolvency,73,0.1887967665426409,Manufacturing,LANCASHIRE,0,0,cache
11494446,UNIX ACCOUNTING LTD,insolvency,31,0.3529968141711989,"Technology, legal & professional",BURNHAM-ON-CROUCH,0,0,cache
16384791,UPTIMEASE LTD,voluntary_exit,28,0.9161933840127096,Fast growth & emerging,MANCHESTER,0,0,cache
10771684,URBANCHAIN LTD,growth,91,0.2856077720884933,Fast growth & emerging,LONDON,0,0,cache
SC156515,2 AGRICULTURE LIMITED,lending,52,0.4010961205269384,Manufacturing,NEWBRIDGE,0,0,cache
16389397,2E CONSULTING LTD,voluntary_exit,90,0.9161933840127096,Fast growth & emerging,LONDON,0,0,cache
13947887,3ML PROPERTIES LIMITED,growth,62,0.3079246043391461,"Technology, legal & professional",LONDON,0,0,cache
04125587,88 MARINE PARADE BRIGHTON LIMITED,insolvency,22,0.382405736911241,"Technology, legal & professional",EAST SUSSEX,0,0,cache
07463998,BALLYCLARE LIMITED,growth,28,0.3653942412602456,Manufacturing,STOCKPORT,0,0,cache
SC592655,BANGLEY QUARRY BIOGAS LTD,lending,66,0.3841026743066001,Fast growth & emerging,EDINBURGH,0,0,cache
01692513,BANIJAY UK PRODUCTIONS LIMITED,lending,59,0.3923846713997695,"Technology, legal & professional",LONDON,0,0,cache
08557939,BANKS & SIMPSON CONSULTANCY LIMITED,insolvency,70,0.1976553065507433,"Technology, legal & professional",COVENTRY,0,0,cache
06437348,BARNFATHER WIRE (MIDLANDS) LIMITED,growth,18,0.3924222603499544,Manufacturing,WEDNESBURY,0,0,cache
06893253,BCN GROUP LTD.,growth,40,0.3341509863112479,Fast growth & emerging,MANCHESTER,0,0,cache
12227373,BE-ROLL LTD,insolvency,23,0.3817126917159904,"Technology, legal & professional",LONDON,0,0,cache
16389998,CLOWNS ENTERTAINMENTS LTD,voluntary_exit,18,0.9161933840127096,Fast growth & emerging,LONDON,0,0,cache
09732010,CMAP SOFTWARE LIMITED,growth,15,0.4046342370848459,Fast growth & emerging,MACCLESFIELD,0,0,cache
11731838,COHORT CAPITAL LTD,lending,2,0.5758907407781219,Fast growth & emerging,LONDON,0,0,cache
16387792,COINAREA IO LTD,voluntary_exit,87,0.9161933840127096,Fast growth & emerging,LONDON,0,0,cache
08575062,COMMONPLACE DIGITAL LTD,growth,11,0.4131070588527829,Fast growth & emerging,LONDON,0,0,cache
16385080,DIGITALS SOLUTIONS LTD,voluntary_exit,71,0.9161933840127096,Fast growth & emerging,LONDON,0,0,cache
16385443,DONBRI CONSULTING LTD,voluntary_exit,46,0.9161933840127096,Fast growth & emerging,LONDON,0,0,cache
14967796,GHETTO LABEL U.S. LEGACY RECORDS LIMITED,insolvency,69,0.198667011449157,"Technology, legal & professional",BILSTON,0,0,cache
10061045,GIACOM (CLOUD) HOLDINGS LIMITED,growth,92,0.2848150515580346,Fast growth & emerging,LONDON,0,0,cache
07927175,GLAS TRUST CORPORATION LIMITED,lending,17,0.4623421915247483,Fast growth & emerging,LONDON,0,0,cache
16385301,GLOBAL POSTGRADUATE EDUCATION ALLIANCE,voluntary_exit,17,0.9161933840127096,Fast growth & emerging,LONDON,0,0,cache
SC582522,GOFIBRE HOLDINGS LIMITED,lending,18,0.4622234112472623,"Technology, legal & professional",EDINBURGH,0,0,cache
08531702,ISLE OF WIGHT JOBS LIMITED,insolvency,89,0.1761972925580691,"Technology, legal & professional",COWES,0,0,cache
16389142,ITERATIVE IMPACT LTD,voluntary_exit,34,0.9161933840127096,Fast growth & emerging,WOODSTOCK,0,0,cache
16385759,ITL ENSTITUTE LTD,voluntary_exit,54,0.9161933840127096,Fast growth & emerging,LIVERPOOL,0,0,cache
16389526,ITL IINSTITUTI LTD,voluntary_exit,52,0.9161933840127096,Fast growth & emerging,WOLVERHAMPTON,0,0,cache
SC845213,IVELOP X LTD,voluntary_exit,77,0.9161933840127096,Fast growth & emerging,EDINBURGH,0,0,cache
06014654,LANGDOWNS DFK LIMITED,lending,92,0.3627483571471784,"Technology, legal & professional",EASTLEIGH,0,0,cache
06695717,LATCHAM DIRECT LIMITED,growth,27,0.365772779765214,Manufacturing,HENGROVE,0,0,cache
01459141,LEEC LIMITED,growth,58,0.3101439769010647,Manufacturing,NOTTINGHAM,0,0,cache
12688816,LEGAL WILLS ONLINE LTD,insolvency,11,0.428149202417529,"Technology, legal & professional",LONDON,0,0,cache
14693500,LEGALBNM LTD,insolvency,62,0.2019158370545073,"Technology, legal & professional",LONDON,0,0,cache
09908188,NICOLAS JAMES LIMITED,lending,57,0.3950748648520641,"Technology, legal & professional",SOUTHAMPTON,0,0,cache
16392346,NODEFLOW AI LIMITED,voluntary_exit,81,0.9161933840127096,Fast growth & emerging,LONDON,0,0,cache
05879466,NOMAD FOODS EUROPE LIMITED,lending,7,0.5083735495399625,Manufacturing,WOKING,0,0,cache
04992068,NORTH EAST PROPERTY PARTNERSHIP LIMITED,lending,61,0.3901544701630842,"Technology, legal & professional",GATESHEAD,0,0,cache
16391919,PARTNERS AND COMPANY GROUP LTD,voluntary_exit,92,0.9161933840127096,Fast growth & emerging,LONDON,77,0,cache
16388374,PCKEY GLOBAL SOLUTIONS LTD,voluntary_exit,72,0.9161933840127096,Fast growth & emerging,"RUISLIP,",0,0,cache
04368718,PEAK BIOMEDICAL LTD,insolvency,32,0.339132651143032,"Technology, legal & professional",CHESHIRE,0,0,cache
09833975,PEARLTECH UK LIMITED,growth,7,0.4430564770569164,Fast growth & emerging,BOURNEMOUTH,0,0,cache
16386465,RIZMOS LTD,voluntary_exit,29,0.9161933840127096,Fast growth & emerging,SOUTHAMPTON,0,0,cache
09717071,RJD IT SERVICES LIMITED,insolvency,21,0.3846572123880172,Fast growth & emerging,STAINES-UPON-THAMES,0,0,cache
08088342,SMARTROOF LIMITED,lending,67,0.3836642811961211,Manufacturing,SWADLINCOTE,0,0,cache
08672236,SOLENT MARINE SURVEYS LTD,insolvency,8,0.4355520601900837,"Technology, legal & professional",SOUTHAMPTON,0,0,cache
08033357,SOLUTIONPATH LIMITED,growth,35,0.3514567802891367,Fast growth & emerging,BOURNEMOUTH,0,0,cache
06467245,THE MARKETING LOUNGE PARTNERSHIP LIMITED,growth,9,0.4188659494942153,Fast growth & emerging,LOWER STRETTON,0,0,cache
07667393,THE NETWORKING PEOPLE (TNP) LIMITED,growth,59,0.3099121372820191,"Technology, legal & professional",LANCASTER,0,0,cache
03310580,THE PROACTIVE ACCOUNTANT LTD,insolvency,78,0.1803516792057601,"Technology, legal & professional",LONDON,0,0,cache
00575914,XEROX LIMITED,lending,97,0.3588771542130108,Manufacturing,UXBRIDGE,0,0,cache
03668232,XPRESSNET (UK) LTD,insolvency,33,0.3376828309280907,Fast growth & emerging,KETTERING,0,0,cache
12795105,AMBER LABS LIMITED,growth,66,0.3070025246042143,Fast growth & emerging,LONDON,0,0,cache
12588738,AMBER ORANGE LIMITED,lending,58,0.3943726520478575,"Technology, legal & professional",MORDEN,0,0,cache
16387646,AMJEO LTD,voluntary_exit,51,0.9161933840127096,Fast growth & emerging,LONDON,0,0,cache
08828281,AMTECH BUSINESS SOLUTIONS LIMITED,growth,38,0.3384343885051651,Fast growth & emerging,THATCHAM,0,0,cache
05842285,ANDREW CAMPBELL LIMITED,insolvency,65,0.200289073455384,"Technology, legal & professional",HERTS,2,0,cache
09088709,ANSTEE COIL TECHNOLOGY LIMITED,lending,34,0.4244034569566355,Manufacturing,STONEHOUSE,0,0,cache
09249746,BOATCO UK LTD,lending,21,0.4559634792041581,Manufacturing,ROCHFORD,0,0,cache
09229677,BP3 GLOBAL LIMITED,lending,78,0.3761943828064111,Fast growth & emerging,BRISTOL,0,0,cache
12149503,BRAIN LABS DC LIMITED,growth,88,0.2894821943077492,Fast growth & emerging,LONDON,0,0,cache
12148954,BRAIN LABS UK HOLDCO LIMITED,growth,19,0.3906662182084268,Fast growth & emerging,LONDON,0,0,cache
03322295,BRANTWOOD HOLDINGS LIMITED,insolvency,35,0.3368046152031644,Fast growth & emerging,POOLE,0,0,cache
02457114,COURTNEY INVESTMENTS LIMITED,lending,80,0.3749452768089759,"Technology, legal & professional",LONDON,0,0,cache
SC184280,COWIE SEAFOODS LIMITED,insolvency,77,0.1843244022644863,Manufacturing,PETERHEAD,0,0,cache
16385444,CREATIVE WEB EXPERT LIMITED,voluntary_exit,73,0.9161933840127096,Fast growth & emerging,CHELTENHAM,0,0,cache
09659104,CRUMPSALL ESTATES LIMITED,lending,90,0.3672157112926452,"Technology, legal & professional",MANCHESTER,0,0,cache
16386159,CRYPSISCYBERTECH LTD,voluntary_exit,78,0.9161933840127096,Fast growth & emerging,NEWPORT,0,0,cache
16393118,CRYPTORIA SYSTEMS LTD,voluntary_exit,31,0.9161933840127096,Fast growth & emerging,LONDON,0,0,cache
13303937,CT 13303937 LIMITED,growth,74,0.300651790697187,Fast growth & emerging,LONDON,0,0,cache
15870805,FDOE PRODUCTIONS LTD,growth,80,0.2921890726770927,"Technology, legal & professional",LONDON,0,0,cache
16500748,FENYX F2 LIMITED,lending,36,0.4227537773094128,Fast growth & emerging,LONDON,0,0,cache
10205768,FERN FINANCIAL PLANNING LIMITED,insolvency,56,0.2067327658659343,"Technology, legal & professional",LUDLOW,0,0,cache
16391407,FIGONDTECH LTD,voluntary_exit,24,0.9161933840127096,Fast growth & emerging,HARROGATE,0,0,cache
04818735,FILM & TV HOUSE LIMITED,lending,9,0.497137102836911,"Technology, legal & professional",WINCHESTER,0,0,cache
06702659,FIRESEC COMPLIANCE LIMITED,growth,54,0.3176907497888752,"Technology, legal & professional",WITHAM,0,0,cache
11147688,FIRST BUSINESS DEVELOPMENT LTD,insolvency,20,0.3878845872123988,"Technology, legal & professional",BARNET,0,0,cache
02174882,HARDALL INTERNATIONAL LIMITED,growth,39,0.33799552636812,Manufacturing,DUNSTABLE,0,0,cache
12620180,HARDOWN LTD,insolvency,80,0.1787071619282454,Fast growth & emerging,BRIDPORT,0,0,cache
08246871,HARTSHORNE CROSSROADS GROUP CONTRACTS LIMITED,lending,56,0.3965698926938066,Manufacturing,BATLEY,0,0,cache
14997606,HDM ENERGIES LTD,lending,16,0.4628693739950371,"Technology, legal & professional",HULL,0,0,cache
04420590,HEALTH AND SAFETY SERVICES (UK) LIMITED,insolvency,71,0.1975145423782643,"Technology, legal & professional",TOWCESTER,0,0,cache
13661961,HEALTHCARE SERVICES CONSULTANCY LTD,lending,44,0.4060324896891581,"Technology, legal & professional",DUDLEY,0,0,cache
12630918,HEGETOR LTD,insolvency,91,0.1755086432425395,Fast growth & emerging,LONDON,0,0,cache
02147149,HEL LIMITED,lending,39,0.4172560534997965,Fast growth & emerging,HEMEL HEMPSTEAD,0,0,cache
SC845412,JGCK LIMITED,voluntary_exit,58,0.9161933840127096,Fast growth & emerging,EDINBURGH,0,0,cache
16385990,JOBS UK HELPING YOU ACHIEVE YOUR GOALS LTD,voluntary_exit,3,0.9161933840127096,Fast growth & emerging,BIRMINGHAM,0,0,cache
16390646,JOBS UK MAKE IT EASY LTD,voluntary_exit,59,0.9161933840127096,Fast growth & emerging,BIRMINGHAM,0,0,cache
16390615,JPA IT SOLUTIONS LIMITED,voluntary_exit,55,0.9161933840127096,Fast growth & emerging,LONDON,0,0,cache
09386341,MEDICAL EXAM PREP LTD,insolvency,24,0.3748835081460774,"Technology, legal & professional",KINGSTON UPON THAMES,0,0,cache
14339923,MERCO FS LIMITED,growth,32,0.3560364320704026,Fast growth & emerging,SWINTON,0,0,cache
09068362,MESSRS. KICK & DRUM LTD,insolvency,54,0.2094589476053649,"Technology, legal & professional",LONDON,0,0,cache
16391036,NUMBER CORPORATION LIMITED,voluntary_exit,26,0.9161933840127096,Fast growth & emerging,LONDON,0,0,cache
10664256,NUTREE LIFE LTD,growth,89,0.2868518629348434,Manufacturing,"BURSCOUGH, ORMSKIRK",0,0,cache
13507341,OB TELECOM LIMITED,lending,40,0.4117489680659956,"Technology, legal & professional",SALFORD,0,0,cache
16385860,OBLIVIONCORE LTD,voluntary_exit,85,0.9161933840127096,Fast growth & emerging,BIRMINGHAM,0,0,cache
SC845397,OBOBO LTD,voluntary_exit,7,0.9161933840127096,Fast growth & emerging,EDINBURGH,0,0,cache
05933693,RAMON HOLDINGS LIMITED,growth,10,0.4165227435250669,Manufacturing,SOUTHEND-ON-SEA,1,0,cache
11392308,SPACETIME LABS LIMITED,insolvency,86,0.1766243633530173,Fast growth & emerging,LONDON,0,0,cache
05144979,SPIDERWEBSITES LIMITED,insolvency,2,0.4773266735695337,Fast growth & emerging,PRESTON,0,0,cache
08415666,SSS ENGINEERING SERVICES LTD,insolvency,72,0.1901128873996454,Manufacturing,KINGTON,0,0,cache
16389255,THINK DATA MIGRATION SOLUTIONS LTD,voluntary_exit,50,0.9161933840127096,Fast growth & emerging,LONDON,0,0,cache
16389882,THL GLOBAL INNOVATIONS LTD,voluntary_exit,67,0.9161933840127096,Fast growth & emerging,MANCHESTER,0,0,cache
10007469,THOUGHTRIVER LIMITED,lending,46,0.4036500074213415,Fast growth & emerging,WATERBEACH,0,0,cache
16392251,TIGER HOLDINGS LTD,voluntary_exit,53,0.9161933840127096,Fast growth & emerging,LONDON,12,1,cache
02205891,WINDFALL FILMS LIMITED,lending,87,0.3683911052464916,"Technology, legal & professional",LONDON,0,0,cache
14407269,WINNERS FIRST TRADING LIMITED,growth,78,0.2940094986954053,Fast growth & emerging,LONDON,0,0,cache
09511198,,growth,52,0.3200932244137173,,,0,0,skip
15554147,,growth,100,0.2800306922792549,,,0,0,skip
14382532,,lending,15,0.4667490650385365,,,0,0,skip
SC597190,,lending,82,0.372732921936133,,,0,0,skip
02599024,,lending,8,0.5001727342610349,,,0,0,skip
15016818,,lending,63,0.3885312390123169,,,0,0,skip
15890468,,lending,19,0.4605673715824787,,,0,0,skip
16107952,,growth,23,0.3725819351050042,,,0,0,skip
02591237,,lending,22,0.4465359450639868,,,0,0,skip
09656168,,lending,35,0.4239420299901921,,,0,0,skip
SC676128,,lending,32,0.4273200096821083,,,0,0,skip
05314495,,growth,42,0.3292180652649842,,,0,0,skip
13161842,,lending,28,0.435917319107134,,,0,0,skip
10362628,,lending,6,0.5140772374186816,,,0,0,skip
14703270,,lending,85,0.3692996659233187,,,0,0,skip
10568990,,lending,41,0.4091694771136587,,,0,0,skip
12809596,,lending,64,0.3863447735581843,,,0,0,skip
14351083,,lending,65,0.3859255241676977,,,0,0,skip
SC700538,,lending,79,0.3761737196459586,,,0,0,skip
13866849,,lending,37,0.4202509559766499,,,0,0,skip
16314307,,lending,14,0.4736137131979794,,,0,0,skip
15229418,,lending,30,0.4281854991434567,,,0,0,skip
09671288,,lending,45,0.4051082389687895,,,0,0,skip
10946543,,lending,25,0.4368366358385816,,,0,0,skip
16364484,,lending,20,0.4585152024245847,,,0,0,skip
11843588,,growth,73,0.3016168928506295,,,0,0,skip
15242648,,growth,87,0.2896728539470128,,,0,0,skip
