CompanyNumber,prop_has_any,prop_count_total,prop_count_12m,prop_first_date,prop_latest_date,prop_days_since_latest,prop_value_total,prop_value_max,prop_value_count,prop_types,prop_match_method,prop_max_confidence,prop_min_confidence
00000140,1,3,0,2017-11-23,2021-01-13,1995,,,0,property_title,company_number,1.0,1.0
00003543,1,1,0,1991-01-23,1991-01-23,12943,,,0,property_title,company_number,1.0,1.0
00004197,1,6,0,2000-12-04,2019-12-20,2385,290000.0,290000.0,1,property_title,company_number,1.0,1.0
00004599,1,2,0,1932-08-18,1973-01-02,19538,,,0,property_title,company_number,1.0,1.0
00007796,1,6,0,1994-09-12,2017-12-21,3114,,,0,property_title,company_number,1.0,1.0
00008614,1,3,0,2011-02-28,2011-02-28,5602,,,0,property_title,company_number,1.0,1.0
00009433,1,2,0,1986-10-28,2003-04-09,8484,,,0,property_title,company_number,1.0,1.0
00009844,1,1,0,2007-09-14,2007-09-14,6865,124500.0,124500.0,1,property_title,company_number,1.0,1.0
00011717,1,1,0,2017-05-02,2017-05-02,3347,,,0,property_title,company_number,1.0,1.0
00011785,1,2,0,1998-04-27,2020-05-12,2241,,,0,property_title,company_number,1.0,1.0
00011943,1,1,0,2000-02-17,2000-02-17,9631,,,0,property_title,company_number,1.0,1.0
00012592,1,1,0,2022-01-07,2022-01-07,1636,,,0,property_title,company_number,1.0,1.0
00013067,1,2,0,2008-02-08,2024-01-16,897,,,0,property_title,company_number,1.0,1.0
00013295,1,1,0,2012-12-20,2012-12-20,4941,,,0,property_title,company_number,1.0,1.0
00015793,1,9,0,1996-07-15,2011-12-20,5307,,,0,property_title,company_number,1.0,1.0
00016033,1,37,0,2006-11-02,2025-06-24,372,5130000.0,5130000.0,1,property_title,company_number,1.0,1.0
00017049,1,1,0,1992-12-21,1992-12-21,12245,,,0,property_title,company_number,1.0,1.0
00019300,1,8,0,2004-04-13,2010-11-22,5700,,,0,property_title,company_number,1.0,1.0
00019457,1,1,0,2008-05-22,2008-05-22,6614,,,0,property_title,company_number,1.0,1.0
00019772,1,1,0,1995-03-07,1995-03-07,11439,,,0,property_title,company_number,1.0,1.0
00019802,1,2,0,1985-06-27,2017-03-23,3387,,,0,property_title,company_number,1.0,1.0
00020726,1,1,0,2019-05-03,2019-05-03,2616,,,0,property_title,company_number,1.0,1.0
00022096,1,4,0,1976-02-11,2021-04-27,1891,,,0,property_title,company_number,1.0,1.0
00024511,1,10,0,1980-03-28,2022-03-24,1560,,,0,property_title,company_number,1.0,1.0
00024795,1,5,0,1999-11-01,2004-03-10,8148,,,0,property_title,company_number,1.0,1.0
00025334,1,4,0,1996-03-14,1997-07-04,10589,,,0,property_title,company_number,1.0,1.0
00026018,1,22,0,1996-06-13,2020-12-03,2036,,,0,property_title,company_number,1.0,1.0
00026091,1,1,0,1979-03-07,1979-03-07,17283,,,0,property_title,company_number,1.0,1.0
00026233,1,17,0,2000-04-18,2025-05-08,419,,,0,property_title,company_number,1.0,1.0
00026306,1,27,0,1981-10-15,2023-09-18,1017,,,0,property_title,company_number,1.0,1.0
00026330,1,11,0,1923-03-14,2016-11-24,3506,,,0,property_title,company_number,1.0,1.0
00026346,1,1,0,2016-11-07,2016-11-07,3523,,,0,property_title,company_number,1.0,1.0
00026538,1,262,0,1955-05-18,2024-12-04,574,,,0,property_title,company_number,1.0,1.0
00027173,1,22,0,1991-06-20,2024-11-04,604,110400000.0,15000000.0,8,property_title,company_number,1.0,1.0
00027657,1,1,0,2008-04-18,2008-04-18,6648,,,0,property_title,company_number,1.0,1.0
00028073,1,2,0,2001-11-13,2003-10-14,8296,,,0,property_title,company_number,1.0,1.0
00029043,1,3,0,2003-04-25,2022-01-13,1630,,,0,property_title,company_number,1.0,1.0
00029131,1,2,0,2016-02-17,2023-05-16,1142,,,0,property_title,company_number,1.0,1.0
00029140,1,19,0,2004-05-25,2024-07-12,719,,,0,property_title,company_number,1.0,1.0
00029846,1,2,0,2015-05-27,2017-11-06,3159,,,0,property_title,company_number,1.0,1.0
00030037,1,1,0,2021-02-04,2021-02-04,1973,,,0,property_title,company_number,1.0,1.0
00030177,1,170,0,1983-02-08,2024-11-15,593,8659197.0,2150000.0,12,property_title,company_number,1.0,1.0
00030226,1,7,0,1989-09-19,2003-08-19,8352,,,0,property_title,company_number,1.0,1.0
00030470,1,1,0,1990-05-11,1990-05-11,13200,,,0,property_title,company_number,1.0,1.0
00030635,1,4,0,2002-04-16,2021-10-14,1721,206091.0,206091.0,1,property_title,company_number,1.0,1.0
00031114,1,48,5,1987-05-21,2026-06-09,22,1214999.0,640000.0,4,property_title,company_number,1.0,1.0
00031652,1,1,0,2022-02-16,2022-02-16,1596,,,0,property_title,company_number,1.0,1.0
00031801,1,13,0,1993-11-03,2024-11-29,579,85000.0,85000.0,1,property_title,company_number,1.0,1.0
00031903,1,1,0,2024-01-17,2024-01-17,896,,,0,property_title,company_number,1.0,1.0
00031942,1,3,0,2003-04-28,2021-05-27,1861,,,0,property_title,company_number,1.0,1.0
00032668,1,2,0,1968-12-18,1986-12-09,14449,,,0,property_title,company_number,1.0,1.0
00032965,1,3,0,2000-02-18,2015-04-09,4101,,,0,property_title,company_number,1.0,1.0
00033672,1,4,0,2014-09-15,2016-04-08,3736,,,0,property_title,company_number,1.0,1.0
00033774,1,40,0,1983-01-11,2025-04-09,448,,,0,property_title,company_number,1.0,1.0
00034104,1,2,0,2021-08-24,2024-07-23,708,,,0,property_title,company_number,1.0,1.0
00034121,1,1,0,2019-11-14,2019-11-14,2421,,,0,property_title,company_number,1.0,1.0
00035161,1,413,2,1974-12-12,2025-11-27,216,16617500.0,8400000.0,10,property_title,company_number,1.0,1.0
00035389,1,1,0,2015-01-19,2015-01-19,4181,,,0,property_title,company_number,1.0,1.0
00035475,1,1,0,2008-02-12,2008-02-12,6714,,,0,property_title,company_number,1.0,1.0
00036833,1,1,0,2005-04-11,2005-04-11,7751,,,0,property_title,company_number,1.0,1.0
00038252,1,1,0,1995-05-09,1995-05-09,11376,,,0,property_title,company_number,1.0,1.0
00038559,1,3,0,1982-05-04,2004-12-24,7859,,,0,property_title,company_number,1.0,1.0
00039315,1,2,0,2017-07-07,2023-02-24,1223,374580.0,374580.0,1,property_title,company_number,1.0,1.0
00039811,1,8,0,1991-01-08,2016-06-06,3677,,,0,property_title,company_number,1.0,1.0
00039828,1,1,0,2016-10-07,2016-10-07,3554,810000.0,810000.0,1,property_title,company_number,1.0,1.0
00040000,1,7,0,2001-04-30,2022-06-17,1475,,,0,property_title,company_number,1.0,1.0
00040051,1,2,0,2015-04-14,2018-12-18,2752,,,0,property_title,company_number,1.0,1.0
00040590,1,21,0,2012-12-03,2013-05-02,4808,,,0,property_title,company_number,1.0,1.0
00040651,1,1,0,1994-03-14,1994-03-14,11797,,,0,property_title,company_number,1.0,1.0
00040932,1,3,0,2010-10-22,2020-06-17,2205,3100000.0,1800000.0,2,property_title,company_number,1.0,1.0
00041145,1,1,0,2010-04-14,2010-04-14,5922,,,0,property_title,company_number,1.0,1.0
00041365,1,5,0,2011-03-09,2017-03-08,3402,,,0,property_title,company_number,1.0,1.0
00041424,1,1,0,2005-04-07,2005-04-07,7755,,,0,property_title,company_number,1.0,1.0
00041495,1,11,0,1996-10-17,2015-04-13,4097,,,0,property_title,company_number,1.0,1.0
00041552,1,3,0,2000-03-06,2001-01-30,9283,,,0,property_title,company_number,1.0,1.0
00041902,1,3,0,1996-07-18,2002-02-14,8903,500000.0,500000.0,1,property_title,company_number,1.0,1.0
00042342,1,2,0,2012-10-02,2013-03-19,4852,,,0,property_title,company_number,1.0,1.0
00043017,1,3,0,1968-07-31,2004-08-25,7980,,,0,property_title,company_number,1.0,1.0
00043081,1,19,1,2007-05-15,2025-07-07,359,775000.0,775000.0,1,property_title,company_number,1.0,1.0
00043694,1,1,0,2015-09-11,2015-09-11,3946,,,0,property_title,company_number,1.0,1.0
00044861,1,1,0,2015-08-10,2015-08-10,3978,1200000.0,1200000.0,1,property_title,company_number,1.0,1.0
00045024,1,3,0,2013-08-29,2022-05-05,1518,,,0,property_title,company_number,1.0,1.0
00045771,1,3,0,2006-05-17,2010-07-16,5829,,,0,property_title,company_number,1.0,1.0
00045810,1,1,0,2017-07-19,2017-07-19,3269,,,0,property_title,company_number,1.0,1.0
00045916,1,1,0,2015-02-26,2015-02-26,4143,,,0,property_title,company_number,1.0,1.0
00046188,1,2,0,2018-06-21,2018-07-17,2906,,,0,property_title,company_number,1.0,1.0
00046253,1,1,0,2012-07-12,2012-07-12,5102,,,0,property_title,company_number,1.0,1.0
00046694,1,6,0,2013-07-10,2016-08-09,3613,,,0,property_title,company_number,1.0,1.0
00047152,1,2,0,2015-03-17,2024-02-23,859,,,0,property_title,company_number,1.0,1.0
00047169,1,2,0,2007-02-20,2007-08-02,6908,,,0,property_title,company_number,1.0,1.0
00047601,1,1,0,2015-11-03,2015-11-03,3893,,,0,property_title,company_number,1.0,1.0
00048745,1,1,0,2011-03-23,2011-03-23,5579,,,0,property_title,company_number,1.0,1.0
00050647,1,3,0,2002-04-18,2016-08-23,3599,,,0,property_title,company_number,1.0,1.0
00050918,1,1,0,2012-08-10,2012-08-10,5073,,,0,property_title,company_number,1.0,1.0
00051456,1,190,2,1978-12-21,2025-08-05,330,58463204.0,6850000.0,30,property_title,company_number,1.0,1.0
00051491,1,17,0,1993-04-23,2024-06-07,754,,,0,property_title,company_number,1.0,1.0
00051702,1,231,7,1974-02-05,2026-04-10,82,14696650.0,2204837.0,35,property_title,company_number,1.0,1.0
00051705,1,4,0,1997-07-18,2022-01-28,1615,1690000.0,900000.0,3,property_title,company_number,1.0,1.0
00051908,1,28,1,1986-03-04,2025-11-14,229,9387500.0,3900000.0,9,property_title,company_number,1.0,1.0
00052099,1,15,0,1942-10-01,2021-01-22,1986,1705000.0,1705000.0,1,property_title,company_number,1.0,1.0
00052457,1,7,0,1982-08-09,2022-10-26,1344,,,0,property_title,company_number,1.0,1.0
00052572,1,7,0,2005-08-17,2022-11-15,1324,870309.0,600000.0,2,property_title,company_number,1.0,1.0
00052665,1,11,0,1994-10-03,2025-01-17,530,52099294.0,51842794.0,2,property_title,company_number,1.0,1.0
00052962,1,1,0,2023-03-01,2023-03-01,1218,,,0,property_title,company_number,1.0,1.0
00053419,1,20,0,1994-08-03,2020-01-15,2359,,,0,property_title,company_number,1.0,1.0
00053723,1,11,0,2020-07-17,2023-01-05,1273,1691855.0,922682.0,2,property_title,company_number,1.0,1.0
00053913,1,7,0,1992-12-04,2023-02-14,1233,17100.0,17100.0,1,property_title,company_number,1.0,1.0
00054009,1,1,0,1980-01-21,1980-01-21,16963,,,0,property_title,company_number,1.0,1.0
00054257,1,29,1,1975-05-12,2025-07-14,352,27970909.0,9249409.0,9,property_title,company_number,1.0,1.0
00054713,1,1,0,2023-12-01,2023-12-01,943,,,0,property_title,company_number,1.0,1.0
00054931,1,1,0,1967-09-08,1967-09-08,21481,,,0,property_title,company_number,1.0,1.0
00055171,1,1,0,2013-10-07,2013-10-07,4650,825000.0,825000.0,1,property_title,company_number,1.0,1.0
00055762,1,3,0,2010-02-19,2017-02-27,3411,,,0,property_title,company_number,1.0,1.0
00056674,1,2,0,1993-04-28,2004-12-17,7866,,,0,property_title,company_number,1.0,1.0
00056871,1,1,0,2000-09-06,2000-09-06,9429,,,0,property_title,company_number,1.0,1.0
00056988,1,19,0,1988-08-15,2025-06-17,379,10488500.0,4500000.0,7,property_title,company_number,1.0,1.0
00057091,1,9,0,1982-11-03,2016-01-21,3814,200000.0,200000.0,1,property_title,company_number,1.0,1.0
00057696,1,199,0,1945-10-12,2025-04-02,455,31109196.0,4455000.0,23,property_title,company_number,1.0,1.0
00058528,1,5,0,1993-12-17,2022-04-08,1545,,,0,property_title,company_number,1.0,1.0
00058614,1,18,0,1988-05-19,2019-02-06,2702,200.0,100.0,2,property_title,company_number,1.0,1.0
00058868,1,2,0,1983-10-06,1996-03-07,11073,,,0,property_title,company_number,1.0,1.0
00059225,1,10,0,2014-03-12,2024-08-13,687,1236950.0,200000.0,8,property_title,company_number,1.0,1.0
00059535,1,1,0,2025-03-24,2025-03-24,464,,,0,property_title,company_number,1.0,1.0
00059837,1,4,0,1980-06-23,2020-03-11,2303,,,0,property_title,company_number,1.0,1.0
00059883,1,2,0,2009-02-03,2022-02-11,1601,,,0,property_title,company_number,1.0,1.0
00060263,1,1,0,2006-07-19,2006-07-19,7287,,,0,property_title,company_number,1.0,1.0
00060778,1,2,0,1966-10-07,2002-09-04,8701,,,0,property_title,company_number,1.0,1.0
00061652,1,2,0,2017-01-31,2017-01-31,3438,,,0,property_title,company_number,1.0,1.0
00061880,1,1,0,2008-04-01,2008-04-01,6665,,,0,property_title,company_number,1.0,1.0
00062048,1,3,0,2003-06-06,2012-06-06,5138,,,0,property_title,company_number,1.0,1.0
00062904,1,14,0,1993-10-04,2018-10-29,2802,338500.0,338500.0,1,property_title,company_number,1.0,1.0
00062983,1,2,0,1983-08-09,1999-12-08,9702,,,0,property_title,company_number,1.0,1.0
00063230,1,50,0,1993-09-29,2024-08-06,694,1095000.0,439000.0,4,property_title,company_number,1.0,1.0
00063351,1,3,0,2024-11-19,2024-11-19,589,,,0,property_title,company_number,1.0,1.0
00063604,1,5,0,1997-03-04,2012-08-07,5076,,,0,property_title,company_number,1.0,1.0
00064795,1,1,0,1995-01-11,1995-01-11,11494,,,0,property_title,company_number,1.0,1.0
00065085,1,10,1,2004-07-09,2026-03-25,98,,,0,property_title,company_number,1.0,1.0
00065418,1,3,0,1995-06-07,1997-07-10,10583,,,0,property_title,company_number,1.0,1.0
00066266,1,1,0,2016-04-08,2016-04-08,3736,,,0,property_title,company_number,1.0,1.0
00066322,1,1,0,2005-02-17,2005-02-17,7804,,,0,property_title,company_number,1.0,1.0
00066558,1,81,0,1969-06-27,2023-12-20,924,3973000.0,3700000.0,2,property_title,company_number,1.0,1.0
00066594,1,38,0,1990-11-19,2020-02-03,2340,1319000.0,602000.0,3,property_title,company_number,1.0,1.0
00066664,1,22,0,1971-12-24,2024-04-15,807,,,0,property_title,company_number,1.0,1.0
00067025,1,41,0,1979-08-24,2024-08-28,672,72500.0,72500.0,1,property_title,company_number,1.0,1.0
00067272,1,1,0,2023-02-28,2023-02-28,1219,,,0,property_title,company_number,1.0,1.0
00067442,1,2,0,2004-09-03,2005-11-24,7524,,,0,property_title,company_number,1.0,1.0
00068172,1,2,0,2005-10-27,2005-10-27,7552,,,0,property_title,company_number,1.0,1.0
00068328,1,4,0,1993-01-14,2024-05-09,783,3543466.0,3543466.0,1,property_title,company_number,1.0,1.0
00068496,1,1,0,2017-01-27,2017-01-27,3442,,,0,property_title,company_number,1.0,1.0
00069606,1,1,0,1994-01-05,1994-01-05,11865,,,0,property_title,company_number,1.0,1.0
00069842,1,3,0,2007-09-24,2021-10-01,1734,,,0,property_title,company_number,1.0,1.0
00070291,1,1,0,2017-08-07,2017-08-07,3250,,,0,property_title,company_number,1.0,1.0
00070437,1,1,0,1999-08-17,1999-08-17,9815,,,0,property_title,company_number,1.0,1.0
00070718,1,1,0,2003-10-23,2003-10-23,8287,,,0,property_title,company_number,1.0,1.0
00070960,1,2,0,1979-08-08,2009-05-29,6242,,,0,property_title,company_number,1.0,1.0
00071253,1,2,0,2013-01-23,2023-01-03,1275,,,0,property_title,company_number,1.0,1.0
00071430,1,3,0,2013-01-21,2022-07-26,1436,,,0,property_title,company_number,1.0,1.0
00071835,1,1,0,2000-11-03,2000-11-03,9371,,,0,property_title,company_number,1.0,1.0
00072126,1,5,1,1993-12-07,2025-12-05,208,,,0,property_title,company_number,1.0,1.0
00072349,1,5,0,1990-03-19,2009-11-23,6064,155000.0,155000.0,1,property_title,company_number,1.0,1.0
00072396,1,1,0,2020-07-29,2020-07-29,2163,,,0,property_title,company_number,1.0,1.0
00072727,1,1,0,2018-11-14,2018-11-14,2786,,,0,property_title,company_number,1.0,1.0
00073151,1,20,0,1991-07-29,2024-12-02,576,4015000.0,1640000.0,6,property_title,company_number,1.0,1.0
00073258,1,7,1,1983-08-11,2025-11-05,238,,,0,property_title,company_number,1.0,1.0
00073396,1,2,0,1992-07-09,1993-07-08,12046,,,0,property_title,company_number,1.0,1.0
00073818,1,1,0,2010-11-12,2010-11-12,5710,,,0,property_title,company_number,1.0,1.0
00073975,1,2,0,1989-08-11,1999-01-08,10036,,,0,property_title,company_number,1.0,1.0
00074096,1,8,0,2003-12-01,2018-11-27,2773,100000.0,100000.0,1,property_title,company_number,1.0,1.0
00074901,1,1,0,2020-12-15,2020-12-15,2024,,,0,property_title,company_number,1.0,1.0
00074973,1,1,0,2021-03-04,2021-03-04,1945,,,0,property_title,company_number,1.0,1.0
00074974,1,1,0,2003-01-27,2003-01-27,8556,,,0,property_title,company_number,1.0,1.0
00075016,1,4,0,2012-05-08,2019-04-04,2645,,,0,property_title,company_number,1.0,1.0
00075035,1,13,0,2002-04-09,2023-08-21,1045,785000.0,460000.0,2,property_title,company_number,1.0,1.0
00075176,1,1,0,1999-12-23,1999-12-23,9687,,,0,property_title,company_number,1.0,1.0
00075269,1,1,0,2016-01-04,2016-01-04,3831,,,0,property_title,company_number,1.0,1.0
00076344,1,3,0,1999-11-16,2007-01-29,7093,,,0,property_title,company_number,1.0,1.0
00076383,1,2,0,2016-07-19,2018-09-25,2836,,,0,property_title,company_number,1.0,1.0
00076535,1,2,0,2011-12-01,2021-09-16,1749,,,0,property_title,company_number,1.0,1.0
00076928,1,2,0,2011-03-14,2013-03-11,4860,,,0,property_title,company_number,1.0,1.0
00076959,1,15,0,1987-07-08,2024-07-04,727,,,0,property_title,company_number,1.0,1.0
00077222,1,1,0,2010-01-28,2010-01-28,5998,,,0,property_title,company_number,1.0,1.0
00077628,1,2,0,2004-06-15,2007-10-01,6848,,,0,property_title,company_number,1.0,1.0
00078439,1,8,0,1993-01-07,2015-12-02,3864,,,0,property_title,company_number,1.0,1.0
00078708,1,6,0,1996-12-16,2019-01-24,2715,45000.0,45000.0,1,property_title,company_number,1.0,1.0
00079310,1,5,0,2024-07-12,2024-07-12,719,899800.0,899800.0,1,property_title,company_number,1.0,1.0
00079585,1,7,0,1990-03-27,2020-08-24,2137,14675000.0,13325000.0,2,property_title,company_number,1.0,1.0
00079590,1,34,0,1983-01-13,2018-10-03,2828,,,0,property_title,company_number,1.0,1.0
00080026,1,4,0,1993-11-11,2000-07-12,9485,,,0,property_title,company_number,1.0,1.0
00080205,1,4,0,2010-04-22,2021-04-13,1905,498000.0,498000.0,1,property_title,company_number,1.0,1.0
00080604,1,2,0,2007-09-06,2007-09-06,6873,,,0,property_title,company_number,1.0,1.0
00080715,1,1,0,1994-02-23,1994-02-23,11816,,,0,property_title,company_number,1.0,1.0
00081145,1,1,0,2024-12-13,2024-12-13,565,,,0,property_title,company_number,1.0,1.0
00081701,1,14,0,1988-01-18,2024-07-17,714,,,0,property_title,company_number,1.0,1.0
00082196,1,5,0,2011-08-19,2021-09-09,1756,,,0,property_title,company_number,1.0,1.0
00082340,1,2,0,2010-05-06,2010-05-28,5878,,,0,property_title,company_number,1.0,1.0
00082548,1,2,0,2016-08-31,2016-08-31,3591,,,0,property_title,company_number,1.0,1.0
00082948,1,2,0,2008-07-14,2008-07-14,6561,,,0,property_title,company_number,1.0,1.0
00083395,1,27,0,1997-11-21,2017-11-15,3150,,,0,property_title,company_number,1.0,1.0
00083405,1,25,0,1991-12-04,2024-11-04,604,2560000.0,2400000.0,2,property_title,company_number,1.0,1.0
00084121,1,9,0,1991-10-09,2024-12-17,561,13131368.0,13131368.0,1,property_title,company_number,1.0,1.0
00084170,1,9,0,1986-01-28,2024-06-11,750,1500000.0,1500000.0,1,property_title,company_number,1.0,1.0
00084301,1,2,0,2013-02-05,2017-08-02,3255,,,0,property_title,company_number,1.0,1.0
00084559,1,11,0,1982-05-24,2025-06-20,376,,,0,property_title,company_number,1.0,1.0
00084884,1,1,0,1983-06-20,1983-06-20,15717,,,0,property_title,company_number,1.0,1.0
00085951,1,2,0,2016-05-09,2022-10-12,1358,,,0,property_title,company_number,1.0,1.0
00086011,1,43,0,2000-02-17,2007-05-10,6992,250000.0,250000.0,1,property_title,company_number,1.0,1.0
00086040,1,3,0,1998-07-01,2017-11-20,3145,,,0,property_title,company_number,1.0,1.0
00087249,1,2,0,2016-11-03,2016-12-14,3486,,,0,property_title,company_number,1.0,1.0
00087803,1,2,0,2008-12-23,2009-09-01,6147,,,0,property_title,company_number,1.0,1.0
00088330,1,2,0,2018-05-29,2019-12-05,2400,,,0,property_title,company_number,1.0,1.0
00088368,1,4,0,2016-07-04,2017-10-05,3191,,,0,property_title,company_number,1.0,1.0
00088544,1,3,0,1997-09-01,2017-06-27,3291,,,0,property_title,company_number,1.0,1.0
00088929,1,4,0,1995-03-07,1999-05-10,9914,,,0,property_title,company_number,1.0,1.0
00089024,1,1,0,1991-05-09,1991-05-09,12837,,,0,property_title,company_number,1.0,1.0
00090220,1,2,0,2012-01-16,2016-06-07,3676,,,0,property_title,company_number,1.0,1.0
00090279,1,79,1,1977-08-30,2026-04-09,83,778250.0,420000.0,4,property_title,company_number,1.0,1.0
00090305,1,5,0,2013-10-23,2023-04-03,1185,532000.0,193000.0,3,property_title,company_number,1.0,1.0
00090871,1,4,0,2013-09-10,2021-07-30,1797,,,0,property_title,company_number,1.0,1.0
00090959,1,2,1,2012-08-29,2025-09-17,287,,,0,property_title,company_number,1.0,1.0
00091283,1,2,2,2025-12-03,2025-12-03,210,12345534.0,8845534.0,2,property_title,company_number,1.0,1.0
00091335,1,5,0,1981-10-21,2020-09-22,2108,300000.0,300000.0,1,property_title,company_number,1.0,1.0
00091528,1,1,0,2008-01-17,2008-01-17,6740,,,0,property_title,company_number,1.0,1.0
00091553,1,1,0,2016-10-24,2016-10-24,3537,,,0,property_title,company_number,1.0,1.0
00091566,1,9,0,2005-07-18,2022-07-11,1451,2065000.0,1450000.0,3,property_title,company_number,1.0,1.0
00091580,1,7,0,1998-01-21,2022-12-28,1281,,,0,property_title,company_number,1.0,1.0
00092092,1,3,0,1999-10-14,2002-02-06,8911,,,0,property_title,company_number,1.0,1.0
00092438,1,9,0,2010-02-10,2019-01-09,2730,4850000.0,2725000.0,2,property_title,company_number,1.0,1.0
00093766,1,1,0,2013-08-01,2013-08-01,4717,,,0,property_title,company_number,1.0,1.0
00093994,1,9,0,1986-01-17,2022-06-21,1471,,,0,property_title,company_number,1.0,1.0
00094366,1,2,0,2008-10-20,2008-11-14,6438,,,0,property_title,company_number,1.0,1.0
00094496,1,1,0,2024-06-14,2024-06-14,747,,,0,property_title,company_number,1.0,1.0
00094531,1,4,0,2008-06-25,2008-06-25,6580,,,0,property_title,company_number,1.0,1.0
00095905,1,3,0,1979-01-17,2009-04-01,6300,,,0,property_title,company_number,1.0,1.0
00095908,1,2,0,2022-08-02,2023-04-27,1161,,,0,property_title,company_number,1.0,1.0
00095920,1,1,0,2018-06-08,2018-06-08,2945,,,0,property_title,company_number,1.0,1.0
00096044,1,1,0,2019-12-17,2019-12-17,2388,,,0,property_title,company_number,1.0,1.0
00096056,1,32,1,1991-03-08,2026-02-19,132,437400.0,286573.0,2,property_title,company_number,1.0,1.0
00096223,1,1,0,1989-08-02,1989-08-02,13482,,,0,property_title,company_number,1.0,1.0
00096398,1,5,0,2004-07-08,2024-05-16,776,511000.0,295000.0,2,property_title,company_number,1.0,1.0
00096831,1,1,0,1992-10-14,1992-10-14,12313,,,0,property_title,company_number,1.0,1.0
00096867,1,1,0,2023-11-07,2023-11-07,967,,,0,property_title,company_number,1.0,1.0
00097216,1,2,0,2002-03-27,2014-08-08,4345,,,0,property_title,company_number,1.0,1.0
00097913,1,3,0,1998-02-13,1999-07-05,9858,,,0,property_title,company_number,1.0,1.0
00098076,1,1,0,1999-06-17,1999-06-17,9876,,,0,property_title,company_number,1.0,1.0
00098381,1,4,0,1983-09-27,2024-12-13,565,,,0,property_title,company_number,1.0,1.0
00098663,1,2,0,2019-09-06,2022-08-15,1416,,,0,property_title,company_number,1.0,1.0
00098677,1,1,0,2003-07-08,2003-07-08,8394,,,0,property_title,company_number,1.0,1.0
00099474,1,1,0,2011-02-02,2011-02-02,5628,,,0,property_title,company_number,1.0,1.0
00100295,1,4,0,2022-03-25,2022-03-25,1559,43500000.0,12201193.0,4,property_title,company_number,1.0,1.0
00100305,1,1,0,2015-03-02,2015-03-02,4139,,,0,property_title,company_number,1.0,1.0
00100674,1,1,0,2001-11-15,2001-11-15,8994,,,0,property_title,company_number,1.0,1.0
00102194,1,6,0,1992-04-03,2009-05-05,6266,,,0,property_title,company_number,1.0,1.0
00102384,1,3,0,2015-06-29,2015-10-13,3914,3600000.0,3600000.0,1,property_title,company_number,1.0,1.0
00103287,1,1,0,2025-04-04,2025-04-04,453,,,0,property_title,company_number,1.0,1.0
00103709,1,2,0,2008-08-15,2019-07-19,2539,,,0,property_title,company_number,1.0,1.0
00103844,1,1,0,1996-01-30,1996-01-30,11110,135125.0,135125.0,1,property_title,company_number,1.0,1.0
00103881,1,29,0,1986-05-19,2025-05-02,425,12600.0,12600.0,1,property_title,company_number,1.0,1.0
00104308,1,2,0,1991-10-14,2010-03-10,5957,,,0,property_title,company_number,1.0,1.0
00104622,1,3,0,2021-09-14,2025-04-30,427,280000.0,140000.0,2,property_title,company_number,1.0,1.0
00104785,1,5,1,2010-01-07,2025-11-11,232,1935000.0,1560000.0,2,property_title,company_number,1.0,1.0
00105158,1,8,0,1990-02-26,2018-06-08,2945,452426.0,134000.0,4,property_title,company_number,1.0,1.0
00106442,1,5,0,1990-07-30,2024-11-07,601,357229.0,255700.0,2,property_title,company_number,1.0,1.0
00106624,1,4,0,2015-04-15,2025-01-17,530,493000.0,263000.0,2,property_title,company_number,1.0,1.0
00106725,1,12,0,1993-09-01,2025-03-31,457,,,0,property_title,company_number,1.0,1.0
00106845,1,1,0,2021-04-13,2021-04-13,1905,350000.0,350000.0,1,property_title,company_number,1.0,1.0
00106884,1,189,1,1968-01-04,2025-07-09,357,8262676.0,1227944.0,12,property_title,company_number,1.0,1.0
00107021,1,261,1,1943-07-05,2025-10-02,272,38515584.0,3925000.0,49,property_title,company_number,1.0,1.0
00107182,1,1,0,2023-12-18,2023-12-18,926,100000.0,100000.0,1,property_title,company_number,1.0,1.0
00107202,1,1,0,1989-06-28,1989-06-28,13517,,,0,property_title,company_number,1.0,1.0
00107367,1,5,0,2007-01-03,2024-08-02,698,,,0,property_title,company_number,1.0,1.0
00107756,1,2,0,1989-04-10,2006-07-05,7301,,,0,property_title,company_number,1.0,1.0
00108064,1,3,0,2008-02-08,2024-01-05,908,,,0,property_title,company_number,1.0,1.0
00108191,1,2,0,1994-03-08,1996-08-19,10908,,,0,property_title,company_number,1.0,1.0
00109354,1,4,0,2005-09-08,2011-11-08,5349,,,0,property_title,company_number,1.0,1.0
00109575,1,1,0,2018-10-11,2018-10-11,2820,,,0,property_title,company_number,1.0,1.0
00109847,1,1,0,2023-05-23,2023-05-23,1135,,,0,property_title,company_number,1.0,1.0
00110186,1,14,0,1991-06-26,2022-02-09,1603,2750198.0,1400000.0,4,property_title,company_number,1.0,1.0
00110312,1,2,0,2015-12-17,2022-04-21,1532,,,0,property_title,company_number,1.0,1.0
00110720,1,1,0,1980-08-07,1980-08-07,16764,,,0,property_title,company_number,1.0,1.0
00110875,1,2,0,1995-03-20,1998-06-16,10242,,,0,property_title,company_number,1.0,1.0
00111232,1,2,0,2000-02-11,2002-02-13,8904,,,0,property_title,company_number,1.0,1.0
00111849,1,2,0,2020-01-28,2023-08-29,1037,,,0,property_title,company_number,1.0,1.0
00111927,1,11,0,1992-11-02,2011-04-08,5563,,,0,property_title,company_number,1.0,1.0
