CompanyNumber,prop_has_any,prop_count_total,prop_count_12m,prop_first_date,prop_latest_date,prop_days_since_latest,prop_value_total,prop_value_max,prop_value_count,prop_types,prop_match_method,prop_max_confidence,prop_min_confidence
13978633,1,5,0,2022-04-11,2022-04-11,1542,303550.0,134550.0,3,property_title,company_number,1.0,1.0
13978875,1,5,0,2022-04-11,2022-04-11,1542,303550.0,134550.0,3,property_title,company_number,1.0,1.0
13979490,1,1,0,2025-02-12,2025-02-12,504,900000.0,900000.0,1,property_title,company_number,1.0,1.0
13979595,1,45,0,2022-04-21,2025-01-22,525,291500.0,66000.0,8,property_title,company_number,1.0,1.0
13979850,1,45,0,2022-04-21,2025-01-22,525,291500.0,66000.0,8,property_title,company_number,1.0,1.0
13981435,1,2,0,2024-02-01,2025-06-30,366,2525000.0,1675000.0,2,property_title,company_number,1.0,1.0
13981815,1,5,2,2024-01-22,2025-07-04,362,,,0,property_title,company_number,1.0,1.0
13982027,1,1,1,2025-07-01,2025-07-01,365,75000.0,75000.0,1,property_title,company_number,1.0,1.0
13982075,1,1,0,2023-09-20,2023-09-20,1015,,,0,property_title,company_number,1.0,1.0
13983340,1,2,0,2022-09-12,2022-09-12,1388,750000.0,750000.0,1,property_title,company_number,1.0,1.0
13983619,1,2,0,2022-09-26,2024-10-16,623,,,0,property_title,company_number,1.0,1.0
13983800,1,1,0,2024-06-13,2024-06-13,748,,,0,property_title,company_number,1.0,1.0
13983804,1,1,0,2024-07-08,2024-07-08,723,600000.0,600000.0,1,property_title,company_number,1.0,1.0
13984678,1,1,0,2024-10-21,2024-10-21,618,225000.0,225000.0,1,property_title,company_number,1.0,1.0
13985205,1,1,0,2023-07-06,2023-07-06,1091,,,0,property_title,company_number,1.0,1.0
13985880,1,1,0,2022-10-28,2022-10-28,1342,,,0,property_title,company_number,1.0,1.0
13986319,1,2,0,2022-09-28,2022-09-28,1372,,,0,property_title,company_number,1.0,1.0
13986324,1,1,0,2023-10-03,2023-10-03,1002,,,0,property_title,company_number,1.0,1.0
13986377,1,1,0,2023-08-16,2023-08-16,1050,,,0,property_title,company_number,1.0,1.0
13986464,1,1,0,2023-09-15,2023-09-15,1020,,,0,property_title,company_number,1.0,1.0
13988040,1,1,0,2022-11-02,2022-11-02,1337,,,0,property_title,company_number,1.0,1.0
13988517,1,1,0,2023-01-05,2023-01-05,1273,,,0,property_title,company_number,1.0,1.0
13988570,1,1,0,2022-11-24,2022-11-24,1315,120000.0,120000.0,1,property_title,company_number,1.0,1.0
13989220,1,1,0,2023-11-01,2023-11-01,973,280000.0,280000.0,1,property_title,company_number,1.0,1.0
13989324,1,1,0,2022-10-31,2022-10-31,1339,,,0,property_title,company_number,1.0,1.0
13990642,1,1,0,2023-11-16,2023-11-16,958,,,0,property_title,company_number,1.0,1.0
13991982,1,6,0,2024-09-10,2024-10-25,614,,,0,property_title,company_number,1.0,1.0
13993020,1,2,0,2024-07-03,2024-07-03,728,1075000.0,1075000.0,1,property_title,company_number,1.0,1.0
13993383,1,1,0,2024-08-01,2024-08-01,699,,,0,property_title,company_number,1.0,1.0
13994552,1,1,0,2022-06-07,2022-06-07,1485,,,0,property_title,company_number,1.0,1.0
13998437,1,1,0,2023-04-19,2023-04-19,1169,,,0,property_title,company_number,1.0,1.0
13998674,1,1,0,2023-09-01,2023-09-01,1034,125000.0,125000.0,1,property_title,company_number,1.0,1.0
13998862,1,1,0,2022-10-12,2022-10-12,1358,,,0,property_title,company_number,1.0,1.0
13998973,1,1,0,2022-12-21,2022-12-21,1288,,,0,property_title,company_number,1.0,1.0
13999375,1,1,0,2024-08-08,2024-08-08,692,,,0,property_title,company_number,1.0,1.0
13999522,1,1,0,2024-12-31,2024-12-31,547,,,0,property_title,company_number,1.0,1.0
13999672,1,1,0,2022-11-09,2022-11-09,1330,1750000.0,1750000.0,1,property_title,company_number,1.0,1.0
13999805,1,1,0,2022-05-20,2022-05-20,1503,440000.0,440000.0,1,property_title,company_number,1.0,1.0
13999856,1,1,0,2025-05-30,2025-05-30,397,100000.0,100000.0,1,property_title,company_number,1.0,1.0
14000661,1,1,0,2022-12-07,2022-12-07,1302,,,0,property_title,company_number,1.0,1.0
14003035,1,1,0,2023-06-05,2023-06-05,1122,,,0,property_title,company_number,1.0,1.0
14003397,1,1,0,2022-05-11,2022-05-11,1512,,,0,property_title,company_number,1.0,1.0
14003466,1,1,0,2022-05-30,2022-05-30,1493,,,0,property_title,company_number,1.0,1.0
14003791,1,1,0,2018-04-27,2018-04-27,2987,,,0,property_title,company_number,1.0,1.0
14004640,1,1,0,2023-08-15,2023-08-15,1051,165500.0,165500.0,1,property_title,company_number,1.0,1.0
14005243,1,1,0,2024-01-23,2024-01-23,890,,,0,property_title,company_number,1.0,1.0
14005561,1,4,2,2024-12-04,2025-08-27,308,,,0,property_title,company_number,1.0,1.0
14005716,1,1,0,2022-08-02,2022-08-02,1429,13100000.0,13100000.0,1,property_title,company_number,1.0,1.0
14005949,1,2,1,2022-10-20,2026-06-08,23,,,0,property_title,company_number,1.0,1.0
14006171,1,6,0,2023-03-30,2024-11-06,602,957000.0,211000.0,6,property_title,company_number,1.0,1.0
14006627,1,1,0,2024-10-24,2024-10-24,615,,,0,property_title,company_number,1.0,1.0
14007460,1,1,0,2023-01-12,2023-01-12,1266,185000.0,185000.0,1,property_title,company_number,1.0,1.0
14008572,1,1,0,2023-05-24,2023-05-24,1134,11250000.0,11250000.0,1,property_title,company_number,1.0,1.0
14008735,1,3,0,2022-10-24,2023-08-15,1051,321000.0,163500.0,2,property_title,company_number,1.0,1.0
14009216,1,1,0,2022-10-28,2022-10-28,1342,633526.0,633526.0,1,property_title,company_number,1.0,1.0
14009643,1,1,0,2023-11-09,2023-11-09,965,750000.0,750000.0,1,property_title,company_number,1.0,1.0
14009891,1,1,0,2022-10-05,2022-10-05,1365,,,0,property_title,company_number,1.0,1.0
14010282,1,1,0,2023-07-19,2023-07-19,1078,,,0,property_title,company_number,1.0,1.0
14010906,1,1,0,2025-06-04,2025-06-04,392,296950.0,296950.0,1,property_title,company_number,1.0,1.0
14011601,1,1,0,2024-08-07,2024-08-07,693,532500.0,532500.0,1,property_title,company_number,1.0,1.0
14011913,1,1,0,2023-03-17,2023-03-17,1202,250000.0,250000.0,1,property_title,company_number,1.0,1.0
14012064,1,4,0,2023-12-14,2023-12-14,930,,,0,property_title,company_number,1.0,1.0
14012791,1,1,0,2023-07-27,2023-07-27,1070,160000.0,160000.0,1,property_title,company_number,1.0,1.0
14013258,1,1,1,2025-10-22,2025-10-22,252,110000.0,110000.0,1,property_title,company_number,1.0,1.0
14014711,1,1,0,2023-02-21,2023-02-21,1226,,,0,property_title,company_number,1.0,1.0
14015724,1,2,0,2022-09-28,2022-11-15,1324,270000.0,136500.0,2,property_title,company_number,1.0,1.0
14015766,1,1,0,2025-04-14,2025-04-14,443,391000.0,391000.0,1,property_title,company_number,1.0,1.0
14015920,1,1,0,2023-08-21,2023-08-21,1045,,,0,property_title,company_number,1.0,1.0
14016650,1,1,0,2024-07-10,2024-07-10,721,,,0,property_title,company_number,1.0,1.0
14016940,1,1,0,2023-04-14,2023-04-14,1174,,,0,property_title,company_number,1.0,1.0
14016970,1,10,3,2023-04-14,2026-03-06,117,1083000.0,130000.0,10,property_title,company_number,1.0,1.0
14017222,1,2,0,2022-08-08,2024-04-25,797,,,0,property_title,company_number,1.0,1.0
14022323,1,2,0,2024-04-24,2024-04-24,798,730000.0,730000.0,1,property_title,company_number,1.0,1.0
14022584,1,2,2,2025-07-04,2025-07-04,362,1250000.0,1250000.0,1,property_title,company_number,1.0,1.0
14023622,1,1,0,2022-08-18,2022-08-18,1413,,,0,property_title,company_number,1.0,1.0
14025544,1,1,0,2022-10-20,2022-10-20,1350,99000.0,99000.0,1,property_title,company_number,1.0,1.0
14025858,1,1,0,2024-05-10,2024-05-10,782,78000.0,78000.0,1,property_title,company_number,1.0,1.0
14026201,1,2,0,2023-03-30,2023-10-16,989,294495.0,206995.0,2,property_title,company_number,1.0,1.0
14026301,1,1,0,2024-05-15,2024-05-15,777,304995.0,304995.0,1,property_title,company_number,1.0,1.0
14027667,1,2,0,2022-08-04,2022-10-20,1350,298000.0,158000.0,2,property_title,company_number,1.0,1.0
14028008,1,1,0,2022-06-08,2022-06-08,1484,,,0,property_title,company_number,1.0,1.0
14028190,1,1,0,2024-10-30,2024-10-30,609,720000.0,720000.0,1,property_title,company_number,1.0,1.0
14030339,1,1,0,2023-09-01,2023-09-01,1034,195000.0,195000.0,1,property_title,company_number,1.0,1.0
14030527,1,1,1,2026-04-07,2026-04-07,85,120000.0,120000.0,1,property_title,company_number,1.0,1.0
14032506,1,4,0,2023-11-24,2023-11-24,950,,,0,property_title,company_number,1.0,1.0
14033257,1,1,0,2022-10-05,2022-10-05,1365,352000.0,352000.0,1,property_title,company_number,1.0,1.0
14033800,1,1,0,2022-07-12,2022-07-12,1450,,,0,property_title,company_number,1.0,1.0
14034944,1,1,0,2023-05-31,2023-05-31,1127,,,0,property_title,company_number,1.0,1.0
14037639,1,2,0,2023-06-23,2025-06-03,393,298000.0,240000.0,2,property_title,company_number,1.0,1.0
14038116,1,3,0,2022-11-11,2023-07-31,1066,,,0,property_title,company_number,1.0,1.0
14039104,1,1,0,2022-07-21,2022-07-21,1441,,,0,property_title,company_number,1.0,1.0
14041032,1,1,0,2025-04-01,2025-04-01,456,,,0,property_title,company_number,1.0,1.0
14041438,1,1,0,2022-07-06,2022-07-06,1456,,,0,property_title,company_number,1.0,1.0
14042944,1,1,0,2022-06-06,2022-06-06,1486,318000.0,318000.0,1,property_title,company_number,1.0,1.0
14043762,1,2,0,2023-11-10,2024-07-01,730,381000.0,235000.0,2,property_title,company_number,1.0,1.0
14044933,1,1,1,2025-07-21,2025-07-21,345,750000.0,750000.0,1,property_title,company_number,1.0,1.0
14045601,1,1,0,2023-11-30,2023-11-30,944,71500.0,71500.0,1,property_title,company_number,1.0,1.0
14046303,1,9,0,2023-07-10,2024-06-12,749,850500.0,273500.0,4,property_title,company_number,1.0,1.0
14051049,1,1,0,2024-10-09,2024-10-09,630,65000.0,65000.0,1,property_title,company_number,1.0,1.0
14051997,1,1,0,2022-11-29,2022-11-29,1310,230000.0,230000.0,1,property_title,company_number,1.0,1.0
14052204,1,1,0,2022-08-10,2022-08-10,1421,292500.0,292500.0,1,property_title,company_number,1.0,1.0
14052291,1,2,0,2022-12-06,2024-07-29,702,,,0,property_title,company_number,1.0,1.0
14052486,1,3,0,2022-08-09,2022-08-09,1422,1600000.0,800000.0,2,property_title,company_number,1.0,1.0
14052928,1,2,1,2023-07-05,2025-07-31,335,,,0,property_title,company_number,1.0,1.0
14054199,1,1,0,2024-07-15,2024-07-15,716,272000.0,272000.0,1,property_title,company_number,1.0,1.0
14055754,1,1,1,2025-08-06,2025-08-06,329,,,0,property_title,company_number,1.0,1.0
14058400,1,1,1,2025-12-02,2025-12-02,211,69000.0,69000.0,1,property_title,company_number,1.0,1.0
14061722,1,1,0,2022-08-23,2022-08-23,1408,230000.0,230000.0,1,property_title,company_number,1.0,1.0
14061738,1,10,0,2023-08-17,2023-10-16,989,29100.0,20700.0,3,property_title,company_number,1.0,1.0
14061800,1,3,0,2023-06-21,2024-08-27,673,180000.0,74000.0,3,property_title,company_number,1.0,1.0
14062137,1,1,0,2025-01-20,2025-01-20,527,,,0,property_title,company_number,1.0,1.0
14063560,1,1,0,2022-05-26,2022-05-26,1497,1560000.0,1560000.0,1,property_title,company_number,1.0,1.0
14064420,1,1,1,2025-11-28,2025-11-28,215,107000.0,107000.0,1,property_title,company_number,1.0,1.0
14064702,1,1,0,2022-06-15,2022-06-15,1477,,,0,property_title,company_number,1.0,1.0
14064929,1,1,0,2023-10-06,2023-10-06,999,30000000.0,30000000.0,1,property_title,company_number,1.0,1.0
14066787,1,1,0,2024-05-20,2024-05-20,772,,,0,property_title,company_number,1.0,1.0
14068520,1,1,0,2022-07-20,2022-07-20,1442,4320000.0,4320000.0,1,property_title,company_number,1.0,1.0
14068549,1,1,0,2022-07-20,2022-07-20,1442,4320000.0,4320000.0,1,property_title,company_number,1.0,1.0
14068620,1,1,0,2022-10-19,2022-10-19,1351,250000.0,250000.0,1,property_title,company_number,1.0,1.0
14069030,1,1,0,2022-12-19,2022-12-19,1290,,,0,property_title,company_number,1.0,1.0
14070518,1,1,0,2025-03-18,2025-03-18,470,,,0,property_title,company_number,1.0,1.0
14073518,1,1,0,2022-06-15,2022-06-15,1477,,,0,property_title,company_number,1.0,1.0
14073809,1,1,0,2023-08-24,2023-08-24,1042,,,0,property_title,company_number,1.0,1.0
14076392,1,1,0,2023-04-28,2023-04-28,1160,,,0,property_title,company_number,1.0,1.0
14077282,1,1,0,2022-07-27,2022-07-27,1435,225000.0,225000.0,1,property_title,company_number,1.0,1.0
14078030,1,1,0,2023-07-11,2023-07-11,1086,290000.0,290000.0,1,property_title,company_number,1.0,1.0
14078193,1,4,4,2026-04-01,2026-04-01,91,14700000.0,8000000.0,2,property_title,company_number,1.0,1.0
14082240,1,2,0,2023-03-28,2023-04-27,1161,450000.0,255000.0,2,property_title,company_number,1.0,1.0
14082746,1,2,0,2023-02-03,2023-07-12,1085,1810000.0,1450000.0,2,property_title,company_number,1.0,1.0
14083183,1,2,0,2025-05-14,2025-05-14,413,85000.0,85000.0,1,property_title,company_number,1.0,1.0
14083327,1,1,0,2023-02-07,2023-02-07,1240,,,0,property_title,company_number,1.0,1.0
14083707,1,2,0,2025-05-12,2025-05-12,415,400000.0,400000.0,1,property_title,company_number,1.0,1.0
14084395,1,1,0,2022-08-15,2022-08-15,1416,,,0,property_title,company_number,1.0,1.0
14084999,1,2,0,2024-07-11,2024-07-11,720,,,0,property_title,company_number,1.0,1.0
14085472,1,1,1,2025-08-11,2025-08-11,324,,,0,property_title,company_number,1.0,1.0
14087562,1,2,0,2023-05-02,2024-08-16,684,1110000.0,660000.0,2,property_title,company_number,1.0,1.0
14087625,1,1,0,2022-09-23,2022-09-23,1377,564022.0,564022.0,1,property_title,company_number,1.0,1.0
14088874,1,2,0,2025-06-16,2025-06-16,380,,,0,property_title,company_number,1.0,1.0
14089860,1,1,0,2023-07-03,2023-07-03,1094,,,0,property_title,company_number,1.0,1.0
14089917,1,1,0,2022-10-03,2022-10-03,1367,346500.0,346500.0,1,property_title,company_number,1.0,1.0
14090514,1,2,0,2023-05-26,2024-08-23,677,2074000.0,1250000.0,2,property_title,company_number,1.0,1.0
14090657,1,1,0,2023-03-22,2023-03-22,1197,,,0,property_title,company_number,1.0,1.0
14091453,1,2,1,2024-03-25,2025-08-11,324,490000.0,255000.0,2,property_title,company_number,1.0,1.0
14092906,1,2,1,2024-07-08,2025-09-15,289,145000.0,74000.0,2,property_title,company_number,1.0,1.0
14093301,1,1,0,2022-11-24,2022-11-24,1315,,,0,property_title,company_number,1.0,1.0
14094536,1,1,0,2022-12-05,2022-12-05,1304,108000.0,108000.0,1,property_title,company_number,1.0,1.0
14094751,1,1,0,2024-08-12,2024-08-12,688,255000.0,255000.0,1,property_title,company_number,1.0,1.0
14094840,1,1,0,2023-02-16,2023-02-16,1231,,,0,property_title,company_number,1.0,1.0
14096005,1,3,1,2023-03-29,2025-09-04,300,455500.0,185000.0,3,property_title,company_number,1.0,1.0
14097070,1,1,0,2024-09-18,2024-09-18,651,,,0,property_title,company_number,1.0,1.0
14097481,1,1,0,2022-07-11,2022-07-11,1451,44000.0,44000.0,1,property_title,company_number,1.0,1.0
14097621,1,1,1,2025-07-28,2025-07-28,338,,,0,property_title,company_number,1.0,1.0
14097768,1,1,1,2026-01-16,2026-01-16,166,,,0,property_title,company_number,1.0,1.0
14097929,1,1,1,2025-09-02,2025-09-02,302,168000.0,168000.0,1,property_title,company_number,1.0,1.0
14098849,1,1,0,2024-10-15,2024-10-15,624,172000.0,172000.0,1,property_title,company_number,1.0,1.0
14099825,1,1,0,2022-09-23,2022-09-23,1377,210000.0,210000.0,1,property_title,company_number,1.0,1.0
14099895,1,1,0,2024-07-24,2024-07-24,707,,,0,property_title,company_number,1.0,1.0
14100035,1,1,0,2022-08-12,2022-08-12,1419,340000.0,340000.0,1,property_title,company_number,1.0,1.0
14100400,1,3,0,2023-08-14,2025-02-07,509,5289304.0,5289304.0,1,property_title,company_number,1.0,1.0
14101025,1,1,1,2026-04-02,2026-04-02,90,340000.0,340000.0,1,property_title,company_number,1.0,1.0
14101482,1,1,0,2024-09-27,2024-09-27,642,175000.0,175000.0,1,property_title,company_number,1.0,1.0
14102250,1,2,0,2023-12-05,2023-12-18,926,,,0,property_title,company_number,1.0,1.0
14105332,1,3,0,2024-04-03,2024-04-17,805,510000.0,510000.0,1,property_title,company_number,1.0,1.0
14105612,1,7,0,2023-03-20,2023-03-29,1190,9612500.0,2750000.0,5,property_title,company_number,1.0,1.0
14106070,1,2,0,2024-06-05,2024-06-05,756,,,0,property_title,company_number,1.0,1.0
14107804,1,1,0,2022-07-15,2022-07-15,1447,,,0,property_title,company_number,1.0,1.0
14108754,1,1,0,2024-10-08,2024-10-08,631,2000000.0,2000000.0,1,property_title,company_number,1.0,1.0
14108811,1,1,0,2025-06-11,2025-06-11,385,375000.0,375000.0,1,property_title,company_number,1.0,1.0
14109907,1,1,0,2024-04-08,2024-04-08,814,145000.0,145000.0,1,property_title,company_number,1.0,1.0
14110262,1,1,0,2023-07-27,2023-07-27,1070,,,0,property_title,company_number,1.0,1.0
14110377,1,1,0,2022-09-16,2022-09-16,1384,212000.0,212000.0,1,property_title,company_number,1.0,1.0
14111589,1,1,0,2022-07-21,2022-07-21,1441,,,0,property_title,company_number,1.0,1.0
14112010,1,1,0,2023-01-31,2023-01-31,1247,695000.0,695000.0,1,property_title,company_number,1.0,1.0
14114500,1,1,0,2022-09-07,2022-09-07,1393,370000.0,370000.0,1,property_title,company_number,1.0,1.0
14116340,1,2,0,2022-06-22,2025-02-27,489,69000.0,44000.0,2,property_title,company_number,1.0,1.0
14116349,1,2,1,2023-07-11,2025-07-04,362,207000.0,112000.0,2,property_title,company_number,1.0,1.0
14117395,1,2,0,2023-03-07,2024-07-16,715,,,0,property_title,company_number,1.0,1.0
14118089,1,1,0,2024-04-03,2024-04-03,819,70000.0,70000.0,1,property_title,company_number,1.0,1.0
14118492,1,1,0,2024-07-12,2024-07-12,719,250000.0,250000.0,1,property_title,company_number,1.0,1.0
14119907,1,1,0,2025-04-22,2025-04-22,435,285000.0,285000.0,1,property_title,company_number,1.0,1.0
14120170,1,1,0,2023-04-14,2023-04-14,1174,,,0,property_title,company_number,1.0,1.0
14121624,1,5,1,2023-04-13,2025-11-04,239,,,0,property_title,company_number,1.0,1.0
14121774,1,1,0,2023-10-30,2023-10-30,975,,,0,property_title,company_number,1.0,1.0
14122013,1,1,0,2022-08-23,2022-08-23,1408,135500.0,135500.0,1,property_title,company_number,1.0,1.0
14123264,1,1,0,2022-11-07,2022-11-07,1332,300000.0,300000.0,1,property_title,company_number,1.0,1.0
14125979,1,1,0,2022-11-29,2022-11-29,1310,,,0,property_title,company_number,1.0,1.0
14126726,1,1,0,2024-02-15,2024-02-15,867,,,0,property_title,company_number,1.0,1.0
14127577,1,1,0,2022-06-20,2022-06-20,1472,942000.0,942000.0,1,property_title,company_number,1.0,1.0
14128766,1,1,0,2024-02-07,2024-02-07,875,,,0,property_title,company_number,1.0,1.0
14129276,1,1,1,2025-10-14,2025-10-14,260,460000.0,460000.0,1,property_title,company_number,1.0,1.0
14130582,1,1,1,2026-02-17,2026-02-17,134,710000.0,710000.0,1,property_title,company_number,1.0,1.0
14130634,1,1,0,2022-12-13,2022-12-13,1296,,,0,property_title,company_number,1.0,1.0
14131067,1,2,0,2022-11-04,2022-11-04,1335,38834971.0,30946037.0,2,property_title,company_number,1.0,1.0
14132691,1,1,0,2023-04-17,2023-04-17,1171,,,0,property_title,company_number,1.0,1.0
14132813,1,1,0,2024-08-02,2024-08-02,698,,,0,property_title,company_number,1.0,1.0
14133445,1,1,0,2024-09-20,2024-09-20,649,,,0,property_title,company_number,1.0,1.0
14133792,1,1,0,2025-03-10,2025-03-10,478,270000.0,270000.0,1,property_title,company_number,1.0,1.0
14135397,1,2,0,2023-01-17,2023-09-20,1015,495000.0,305000.0,2,property_title,company_number,1.0,1.0
14136383,1,4,0,2022-10-03,2025-04-17,440,466000.0,180000.0,4,property_title,company_number,1.0,1.0
14136582,1,1,0,2023-07-03,2023-07-03,1094,,,0,property_title,company_number,1.0,1.0
14136791,1,1,0,2023-12-05,2023-12-05,939,212500.0,212500.0,1,property_title,company_number,1.0,1.0
14137465,1,3,0,2022-08-02,2025-01-24,523,25600.0,9700.0,3,property_title,company_number,1.0,1.0
14138980,1,1,0,2024-06-03,2024-06-03,758,,,0,property_title,company_number,1.0,1.0
14139828,1,1,0,2023-02-01,2023-02-01,1246,,,0,property_title,company_number,1.0,1.0
14140363,1,1,0,2024-03-13,2024-03-13,840,75000.0,75000.0,1,property_title,company_number,1.0,1.0
14140372,1,2,0,2022-12-01,2023-02-08,1239,,,0,property_title,company_number,1.0,1.0
14141460,1,3,0,2023-03-16,2023-03-16,1203,508095.0,212831.0,3,property_title,company_number,1.0,1.0
14141824,1,1,0,2023-10-27,2023-10-27,978,,,0,property_title,company_number,1.0,1.0
14142053,1,2,0,2025-06-09,2025-06-09,387,700000.0,450000.0,2,property_title,company_number,1.0,1.0
14143339,1,3,3,2025-12-15,2026-01-07,175,1120000.0,1120000.0,1,property_title,company_number,1.0,1.0
14145768,1,1,0,2022-10-18,2022-10-18,1352,,,0,property_title,company_number,1.0,1.0
14146212,1,3,0,2024-01-09,2024-01-09,904,960000.0,320000.0,3,property_title,company_number,1.0,1.0
14146508,1,1,0,2024-05-20,2024-05-20,772,350000.0,350000.0,1,property_title,company_number,1.0,1.0
14147596,1,1,0,2024-01-25,2024-01-25,888,153000.0,153000.0,1,property_title,company_number,1.0,1.0
04430638,1,1,0,2007-07-23,2007-07-23,6918,357500.0,357500.0,1,property_title,company_number,1.0,1.0
04430668,1,1,0,2009-11-02,2009-11-02,6085,,,0,property_title,company_number,1.0,1.0
04430697,1,4,0,2016-05-31,2020-01-14,2360,318000.0,183000.0,3,property_title,company_number,1.0,1.0
04430713,1,1,0,2005-09-29,2005-09-29,7580,,,0,property_title,company_number,1.0,1.0
04431039,1,1,0,2010-02-25,2010-02-25,5970,38000.0,38000.0,1,property_title,company_number,1.0,1.0
04431046,1,47,1,2008-06-16,2025-09-02,302,226075.0,115000.0,2,property_title,company_number,1.0,1.0
04431145,1,1,0,2021-11-18,2021-11-18,1686,,,0,property_title,company_number,1.0,1.0
04431215,1,1,0,2018-06-20,2018-06-20,2933,,,0,property_title,company_number,1.0,1.0
04431262,1,1,0,2023-01-18,2023-01-18,1260,,,0,property_title,company_number,1.0,1.0
04431334,1,3,0,2020-05-22,2020-06-18,2204,,,0,property_title,company_number,1.0,1.0
04431339,1,10,0,2012-03-30,2018-02-20,3053,1596500.0,267500.0,8,property_title,company_number,1.0,1.0
04431349,1,1,0,2012-04-04,2012-04-04,5201,,,0,property_title,company_number,1.0,1.0
04431602,1,1,0,2017-04-13,2017-04-13,3366,320000.0,320000.0,1,property_title,company_number,1.0,1.0
04431736,1,5,0,2010-08-23,2014-03-13,4493,,,0,property_title,company_number,1.0,1.0
04431746,1,2,0,2005-10-06,2013-04-30,4810,,,0,property_title,company_number,1.0,1.0
04431883,1,1,0,2021-01-05,2021-01-05,2003,287500.0,287500.0,1,property_title,company_number,1.0,1.0
04432034,1,3,0,2022-12-22,2024-06-04,757,,,0,property_title,company_number,1.0,1.0
04432211,1,3,0,2004-03-23,2022-02-18,1594,,,0,property_title,company_number,1.0,1.0
04432381,1,1,0,2013-12-10,2013-12-10,4586,,,0,property_title,company_number,1.0,1.0
04432435,1,1,0,2006-03-07,2006-03-07,7421,380000.0,380000.0,1,property_title,company_number,1.0,1.0
04432600,1,1,0,2022-03-14,2022-03-14,1570,,,0,property_title,company_number,1.0,1.0
04432762,1,1,0,2021-01-27,2021-01-27,1981,153000.0,153000.0,1,property_title,company_number,1.0,1.0
04432970,1,14,0,2005-09-13,2023-10-31,974,1441000.0,450000.0,4,property_title,company_number,1.0,1.0
04433082,1,1,0,2012-11-19,2012-11-19,4972,,,0,property_title,company_number,1.0,1.0
04433407,1,1,0,2023-05-03,2023-05-03,1155,,,0,property_title,company_number,1.0,1.0
04433740,1,1,0,2018-10-30,2018-10-30,2801,,,0,property_title,company_number,1.0,1.0
04433802,1,3,0,2019-01-23,2021-07-30,1797,,,0,property_title,company_number,1.0,1.0
04433868,1,1,0,2022-09-08,2022-09-08,1392,1250000.0,1250000.0,1,property_title,company_number,1.0,1.0
04433891,1,1,0,2023-05-25,2023-05-25,1133,59950.0,59950.0,1,property_title,company_number,1.0,1.0
04433913,1,1,0,2003-06-06,2003-06-06,8426,,,0,property_title,company_number,1.0,1.0
04433954,1,1,0,2004-11-04,2004-11-04,7909,,,0,property_title,company_number,1.0,1.0
04433990,1,1,0,2002-12-19,2002-12-19,8595,,,0,property_title,company_number,1.0,1.0
04434288,1,1,0,2008-10-31,2008-10-31,6452,,,0,property_title,company_number,1.0,1.0
04434307,1,3,0,2003-12-12,2008-01-25,6732,445000.0,250000.0,2,property_title,company_number,1.0,1.0
04434328,1,1,0,2021-10-22,2021-10-22,1713,,,0,property_title,company_number,1.0,1.0
04434329,1,2,0,2009-09-10,2018-11-29,2771,150000.0,150000.0,1,property_title,company_number,1.0,1.0
04434420,1,1,0,2016-12-20,2016-12-20,3480,69600.0,69600.0,1,property_title,company_number,1.0,1.0
04434432,1,1,0,2005-12-05,2005-12-05,7513,180000.0,180000.0,1,property_title,company_number,1.0,1.0
04434539,1,1,0,2015-01-22,2015-01-22,4178,,,0,property_title,company_number,1.0,1.0
04434560,1,1,0,2018-08-23,2018-08-23,2869,230000.0,230000.0,1,property_title,company_number,1.0,1.0
04434661,1,11,0,2002-10-09,2019-01-21,2718,2895000.0,985000.0,6,property_title,company_number,1.0,1.0
04434956,1,1,0,2005-08-04,2005-08-04,7636,,,0,property_title,company_number,1.0,1.0
04435133,1,5,0,2002-08-23,2018-03-16,3029,,,0,property_title,company_number,1.0,1.0
04435267,1,1,0,2009-03-20,2009-03-20,6312,,,0,property_title,company_number,1.0,1.0
04435288,1,2,0,2018-11-02,2018-11-02,2798,153290.0,153290.0,1,property_title,company_number,1.0,1.0
04435499,1,4,0,2015-03-09,2024-07-10,721,900000.0,400000.0,3,property_title,company_number,1.0,1.0
04435603,1,2,0,2003-03-06,2005-11-08,7540,,,0,property_title,company_number,1.0,1.0
04435707,1,1,0,2025-01-13,2025-01-13,534,405000.0,405000.0,1,property_title,company_number,1.0,1.0
04436002,1,1,1,2025-07-28,2025-07-28,338,,,0,property_title,company_number,1.0,1.0
04436385,1,1,0,2014-03-20,2014-03-20,4486,160000.0,160000.0,1,property_title,company_number,1.0,1.0
04436451,1,2,0,2023-08-02,2023-08-02,1064,,,0,property_title,company_number,1.0,1.0
04436652,1,4,0,2008-01-18,2016-04-01,3743,140000.0,140000.0,1,property_title,company_number,1.0,1.0
04436687,1,2,0,2003-06-13,2012-10-17,5005,,,0,property_title,company_number,1.0,1.0
04436927,1,2,0,2002-12-17,2002-12-17,8597,,,0,property_title,company_number,1.0,1.0
04437394,1,1,0,2003-11-17,2003-11-17,8262,,,0,property_title,company_number,1.0,1.0
04437437,1,1,0,2002-09-02,2002-09-02,8703,,,0,property_title,company_number,1.0,1.0
04437601,1,1,0,2005-01-10,2005-01-10,7842,,,0,property_title,company_number,1.0,1.0
04437613,1,11,0,2003-01-16,2021-09-30,1735,747500.0,247000.0,7,property_title,company_number,1.0,1.0
