feature,mean_abs_shap,mean_shap
n_charges_outstanding,0.4137806033175551,0.026082692421937198
segment,0.409364762840675,-0.0010987588002756134
Mortgages.NumMortCharges,0.2683423408450271,-0.13596305214944623
sector,0.16149540061819626,-0.006108386076697936
lbg_share_of_outstanding,0.1456403522332905,-0.02179751798805994
company_age_years,0.14007958941689636,0.02278556113543015
tier_rank,0.10201802895795557,0.005018238175840553
sic_changed_12m,0.09369655359907055,-0.006927886107891627
months_since_last_confstmt,0.08356116714077703,0.009066126602607005
days_to_next_accounts_due,0.08097746918030796,-0.0014856273054691326
postcode_changed_12m,0.07457214285774136,-0.0001998692869500549
accounts_stale_streak_months,0.07325157706696554,0.007694008771265559
months_since_segment_change,0.06589767892055172,-0.026594190986795864
debt_ratio,0.05923150081145662,0.04845680470140596
competitor_charge_created_6m,0.041970397976752574,-0.016391788477398292
months_since_last_accounts_filing,0.03446397558033421,0.0011292979098487996
Mortgages.NumMortSatisfied,0.0309221878494847,0.0035166207356440208
name_changed_12m,0.03047438902172897,-0.0009636259415751789
months_since_last_new_charge,0.022634061947777246,-0.005857542797073591
n_distinct_lenders,0.02259904981708792,0.018984791213274115
months_in_current_status,0.021869939979666252,0.0028214794396425975
Mortgages.NumMortOutstanding,0.021868274906008806,0.009184905396602555
primary_lender_group,0.017838106634404525,0.0035911945066191366
segment_upgraded_12m,0.01778982321005432,0.002921908868457035
ever_distressed_before,0.017069975867168668,-0.0026452825947261686
confstmt_late,0.015437693600924752,-0.0013906245177823062
months_since_last_award,0.014775896687283045,0.0028524746080690016
d_satisfied_12m,0.014663799241789002,0.0005765968099255072
d_outstanding_3m,0.009319345447742154,-0.0015038345550325162
d_charges_6m,0.008037258031848729,0.006199663622060774
months_since_last_lbg_charge_created,0.006327976266923881,0.0024118522677162393
new_charge_events_12m,0.005278999030260356,-0.001137561080408449
d_charges_12m,0.005251778762430449,-0.00147884538956176
d_outstanding_12m,0.0043970790785668075,-0.001134702640149026
d_outstanding_6m,0.003904098961402195,0.0011752182456064343
segment_downgraded_12m,0.003716604569608446,0.0025711119678404107
d_charges_3m,0.0035854209954444697,-0.0009756092860356734
debt_ratio_trend_12m,0.002664295602785683,-0.0006786125700249735
status_changed,0.00231546072118714,-0.0018614428540629474
ever_won_contract,0.002220371645022387,0.0004928263205889511
months_since_last_lbg_satisfaction,0.0022124358205084715,-1.4455166385648062e-05
n_competitor_lenders,0.0021572781946790614,-7.491514265952648e-05
accounts_overdue_streak_months,0.0016817936204518724,2.122252513934699e-05
total_value_won_12m,0.0010787521386753105,0.00030202649602402735
n_lbg_charges_outstanding,0.0007896519309443808,2.657551136496527e-05
d_contracts_12m,0.00035540592042264266,6.176425727469509e-06
ever_lbg_client,0.00030662908265808686,5.029555172221063e-05
is_lbg_client,0.0002959623567913276,-6.988790983557567e-05
contracts_won_12m,0.0002199835443255875,-4.3132697695909205e-05
accounts_overdue,0.00020718189205551636,3.74983352337446e-05
first_award_in_12m,0.00012308935787021816,-1.0641817429226745e-05
awards_with_value_12m,9.427413671718526e-05,1.3161987203693972e-06
competitor_entered_12m,0.0,0.0
lbg_charge_satisfied_6m,0.0,0.0
