feature,mean_abs_shap,mean_shap
segment,0.7262950016058599,-0.031708050342464815
company_age_years,0.3243451493368919,-0.05386003454606503
months_since_last_accounts_filing,0.2222747698865226,0.13271374422892704
months_since_last_confstmt,0.21851918696688982,-0.02103832000179053
days_to_next_accounts_due,0.14543853675490337,-0.04208422018407266
Mortgages.NumMortCharges,0.12344429986245226,0.0036371401231347984
segment_upgraded_12m,0.0876526602768515,-0.03165007078033386
sector,0.07853700315145778,-0.000795035435155825
tier_rank,0.07353543731461694,0.007394991154363825
months_since_segment_change,0.0631340486595716,-0.014626617648532275
months_in_current_status,0.04099301950961584,0.023711310012955074
postcode_changed_12m,0.03947909657786016,-0.00018139256044346169
segment_downgraded_12m,0.0325195062617732,-0.007900116345061523
Mortgages.NumMortSatisfied,0.025088159815838194,0.00043846115610796864
accounts_stale_streak_months,0.023028302879943435,-0.0022505595892172666
confstmt_late,0.01665118539147146,0.00120694405944255
name_changed_12m,0.013446653164486268,0.003114744387687311
debt_ratio,0.009917236218033827,0.004253108823848929
accounts_overdue,0.009783459310648524,-0.0008428526049587628
d_outstanding_6m,0.009546528191070781,0.0033070369393385537
sic_changed_12m,0.00867539894805951,0.0008413375000460359
d_charges_12m,0.008567213833825825,0.0009190185933089956
debt_ratio_trend_12m,0.00825150852777987,0.003762407924405433
d_outstanding_12m,0.0073511062234237565,0.007289378402263779
ever_distressed_before,0.00724241329993025,0.0020525433026838597
d_outstanding_3m,0.007163092791353317,0.001981831653575567
Mortgages.NumMortOutstanding,0.00678544063555448,0.003668685999777525
months_since_last_new_charge,0.006494584327510385,0.0010854595996931846
d_charges_6m,0.003991934858637014,-0.0015746513294345574
d_satisfied_12m,0.0037733340250276073,0.00019978817466592612
months_since_last_award,0.0036254188270673517,0.0004968708433638617
accounts_overdue_streak_months,0.0019735565756636053,-0.00017314409693499835
total_value_won_12m,0.0016413562550466596,5.899538003565377e-05
status_changed,0.0006604792017315836,0.0002621379764754052
new_charge_events_12m,0.0005918153131649465,-5.596588243095e-05
ever_won_contract,0.00041282519868136603,0.0001444754925935452
d_charges_3m,0.0003326261970071348,0.00014024792137234688
d_contracts_12m,0.0001598345600534378,1.3395333644023484e-05
awards_with_value_12m,0.00014988036945748736,-1.5913266762689951e-06
contracts_won_12m,0.0,0.0
first_award_in_12m,0.0,0.0
